순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,가격점수,예가대비 투찰률(%)  A,기초대비 투찰률(%),기초대비 사정률(%)  A,추첨번호,투찰일시,비고
1,1208100598,(주)삼지엔지니어링  [최종낙찰],김동명,분석,980123640,65.0,86.745,88.434,0.86299 (100.86299),15 3,2022/10/07 17:22:51,
2,1318168114,(주)디에스텔레콤,김영만,분석,980132726,65.0,86.746,88.435,0.86394 (100.86394),14 5,2022/10/21 08:36:51,
3,1758100768,주식회사 이너스텍,정창용,분석,980160179,65.0,86.748,88.437,0.86680 (100.8668),4 7,2022/10/21 09:27:30,
3,6458800418,청명이엔지 주식회사,김형준,분석,980160179,65.0,86.748,88.437,0.86680 (100.8668),5 8,2022/10/20 14:50:33,
5,6078189595,주식회사 지와이코맥스,강성용,분석,980164986,65.0,86.749,88.438,0.86730 (100.8673),1 15,2022/10/20 10:20:00,
6,1078212647,사단법인 한국장애인정치포럼,배영환,분석,980166900,65.0,86.749,88.438,0.86749 (100.86749),6 15,2022/10/19 09:51:58,
7,2228130947,주식회사 하이원넷,정옥순,분석,980178450,65.0,86.75,88.439,0.86870 (100.8687),5 2,2022/10/19 18:31:51,
8,1168162839,주식회사 유니포인트,권은영,분석,980255070,65.04,86.757,88.446,0.87667 (100.87667),9 5,2022/10/19 10:19:29,
9,3118800567,주식회사 고려티엔씨,김인숙,분석,980264980,65.04,86.758,88.447,0.87770 (100.8777),12 8,2022/10/20 23:14:00,
10,6138141669,주식회사 청호전기,최경의,분석,980266890,65.04,86.759,88.447,0.87789 (100.87789),14 10,2022/10/19 17:39:51,
11,1218623721,주식회사 우리아이티,천재호,분석,980295737,65.04,86.761,88.45,0.88090 (100.8809),3 1,2022/10/19 16:31:20,
12,1288711752,주식회사 이든이앤씨,정영준,분석,980310157,65.04,86.763,88.451,0.88240 (100.8824),3 7,2022/10/21 09:14:17,
13,1328178712,(주)진솔이앤지,김도선,분석,980317848,65.04,86.763,88.452,0.88320 (100.8832),14 7,2022/10/20 16:55:15,
14,2108151181,주식회사 아이쿼드,김영태,분석,980324578,65.04,86.764,88.452,0.88390 (100.8839),8 1,2022/10/20 08:50:36,
15,1138189770,인콤아이에스(주),강점식,분석,980347660,65.08,86.766,88.454,0.88630 (100.8863),6 13,2022/10/19 10:05:08,
16,1268154258,(주)영진전기,원정길,분석,980348613,65.08,86.766,88.454,0.88640 (100.8864),12 5,2022/10/19 17:52:10,
17,1058686587,(주)참슬테크,김금순,분석,980393798,65.08,86.771,88.458,0.89109 (100.89109),15 12,2022/10/20 09:08:36,
18,1068160552,(주)금산트리피아,김백순,분석,980409400,65.08,86.772,88.46,0.89272 (100.89272),12 6,2022/10/19 09:50:09,
19,1288121980,원일통신(주),이규명,분석,980410140,65.08,86.772,88.46,0.89279 (100.89279),10 14,2022/10/21 07:01:02,
20,2048620126,(주)상부사종합건설,이상만,분석,980427447,65.08,86.774,88.461,0.89459 (100.89459),15 14,2022/10/20 21:40:20,
21,1238600684,세기산전 주식회사,김치인,분석,980436580,65.12,86.775,88.462,0.89554 (100.89554),15 7,2022/10/18 11:19:51,
22,2248143531,주식회사 성봉전설,이분희,분석,980438568,65.12,86.775,88.462,0.89575 (100.89575),13 5,2022/10/20 09:42:13,
23,6148104750,주식회사 씨티크리스탈,최규영,분석,980446680,65.12,86.776,88.463,0.89660 (100.8966),14 3,2022/10/20 17:02:41,
24,1428127374,(주)라인콤,최인성,분석,980535118,65.12,86.784,88.471,0.90579 (100.90579),4 2,2022/10/20 21:38:44,
25,1300571174,한마음통신,이병영,분석,980546600,65.16,86.785,88.472,0.90699 (100.90699),15 8,2022/10/20 20:54:21,
26,4108607408,주식회사 천운정보통신,김복중,분석,980558900,65.16,86.787,88.473,0.90827 (100.90827),1 10,2022/10/20 09:40:29,
27,2128107793,호곡종합건설(주),박성환,분석,980571658,65.16,86.788,88.475,0.90960 (100.9096),6 13,2022/10/21 08:57:47,
28,1318151971,(주)신우테크,최은정,분석,980579300,65.16,86.789,88.475,0.91039 (100.91039),8 12,2022/10/20 13:14:02,
29,1138628119,주식회사 아이티로그,김인희,분석,980586078,65.16,86.789,88.476,0.91110 (100.9111),12 5,2022/10/17 21:05:24,
30,4020248392,한국음향영상,정현주,분석,980594410,65.16,86.79,88.477,0.91196 (100.91196),13 7,2022/10/17 15:54:42,
31,1298129419,지에스앤티(주),이득연,분석,980632466,65.16,86.794,88.48,0.91592 (100.91592),12 10,2022/10/21 09:57:28,
