순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,가격점수,예가대비 투찰률(%)  A,기초대비 투찰률(%),기초대비 사정률(%)  A,추첨번호,투찰일시,비고
1,1178112521,한성정보기술(주)  [최종낙찰],한병성,분석,104083480.0,85.0,87.746,88.922,0.57650 (100.5765),10 14,2022/12/14 17:30:39,
2,1138185890,(주)두손씨에스티,최수경,분석,104083580.0,85.0,87.746,88.922,0.57660 (100.5766),12 1,2022/12/15 08:10:48,
3,1058130768,세원전설 주식회사,최영래,분석,104085943.0,85.0,87.748,88.924,0.57890 (100.5789),9 6,2022/12/15 15:35:05,
4,7088800946,주식회사 아이티아이비전,정준호,분석,104088613.0,85.0,87.75,88.926,0.58150 (100.5815),1 12,2022/12/14 16:56:06,
5,2148661411,(주)엘리시스,이시정,분석,104092620.0,85.0,87.754,88.93,0.58540 (100.5854),2 4,2022/12/14 15:49:26,
6,1428168147,주식회사 다옴건설,이창석,분석,104096100.0,85.2,87.757,88.933,0.58879 (100.58879),10 2,2022/12/15 14:51:23,
7,1198141207,(주)텍센,권유찬,분석,104099500.0,85.2,87.76,88.935,0.59210 (100.5921),15 5,2022/12/16 09:43:30,
8,1018148698,(주)석산텔레콤,박봉환,분석,104100116.0,85.2,87.761,88.936,0.59270 (100.5927),10 1,2022/12/14 09:13:44,
9,7418801210,주식회사 한국에이브이산업,이재숙,분석,104108120.0,85.4,87.768,88.943,0.60049 (100.60049),3 11,2022/12/14 07:03:37,
10,1138194929,주식회사 위피아,김용연,분석,104112300.0,85.4,87.772,88.946,0.60456 (100.60456),1 15,2022/12/16 09:31:39,
11,1068164354,(주)코알라전자시스템,장종기,분석,104114590.0,85.4,87.774,88.948,0.60679 (100.60679),8 4,2022/12/14 09:44:48,
12,1218140540,영현정보통신(주),김두식,분석,104118694.0,85.6,87.777,88.952,0.61078 (100.61078),10 12,2022/12/15 09:00:26,
13,2208131391,호진산업기연(주),이상권,분석,104123020.0,85.6,87.781,88.956,0.61500 (100.615),9 8,2022/12/15 22:06:43,
14,1178169252,엠에스온(주),이경미,분석,104131852.0,85.8,87.789,88.963,0.62360 (100.6236),10 1,2022/12/15 14:20:44,
15,2118168569,삼익정보통신(주),김진섭,분석,104133290.0,85.8,87.79,88.964,0.62500 (100.625),13 2,2022/12/11 10:58:06,
16,2158607273,(주)미주전통,장원식,분석,104134010.0,85.8,87.791,88.965,0.62570 (100.6257),7 2,2022/12/14 21:50:03,
17,1208742187,주식회사 미소아이티,김재욱,분석,104134780.0,85.8,87.792,88.966,0.62645 (100.62645),1 10,2022/12/15 13:48:15,
18,5298100062,주식회사 알에프코리아,신현성,분석,104136240.0,85.8,87.793,88.967,0.62787 (100.62787),11 8,2022/12/15 10:57:13,
19,1198653668,에코아이넷(주),박은희,분석,104137809.0,85.8,87.794,88.968,0.62940 (100.6294),9 7,2022/12/15 09:04:00,
20,1138607924,두성건설주식회사,안성병,분석,104138220.0,86.0,87.795,88.969,0.62980 (100.6298),8 10,2022/12/15 10:03:31,
21,1380715369,영인 아이티 기술사 사무소,함영만,분석,104140990.0,86.0,87.797,88.971,0.63249 (100.63249),3 10,2022/12/15 10:37:23,
22,2088115241,한애전자(주),최용경,분석,104141400.0,86.0,87.798,88.971,0.63289 (100.63289),14 8,2022/12/16 09:18:05,
23,1138169250,코리아이지텔주식회사,임규학,분석,104141712.0,86.0,87.798,88.971,0.63320 (100.6332),10 11,2022/12/14 09:35:00,
24,2158171237,(주)모빌텍,오승환,분석,104141794.0,86.0,87.798,88.972,0.63328 (100.63328),13 1,2022/12/15 11:49:12,
25,1068127039,진명이엔씨(주),박창호,분석,104141917.0,86.0,87.798,88.972,0.63340 (100.6334),12 10,2022/12/15 08:59:08,
26,1078662029,주식회사 아이티트레인,주영일,분석,104142690.0,86.0,87.799,88.972,0.63415 (100.63415),10 1,2022/12/16 08:58:27,
27,1108143208,한국통신인터넷기술(주),이민수,분석,104143700.0,86.0,87.8,88.973,0.63513 (100.63513),5 14,2022/12/15 14:14:02,
28,4358600438,주식회사 씨투아테크놀러지,김정아,분석,104144380.0,86.0,87.8,88.974,0.63579 (100.63579),8 11,2022/12/15 10:24:06,
29,2048620126,(주)상부사종합건설,이상만,분석,104145306.0,86.0,87.801,88.975,0.63670 (100.6367),5 8,2022/12/16 07:36:46,
30,2038149028,대륭중공건설(주),박임우,분석,104152652.0,86.2,87.808,88.981,0.64385 (100.64385),10 5,2022/12/15 15:14:02,
31,1198130210,(주)와이드넷엔지니어링,이맹훈,분석,104153010.0,86.2,87.808,88.981,0.64420 (100.6442),3 6,2022/12/15 15:20:03,
32,1208194567,아산정보통신(주),홍수길,분석,104162215.0,86.4,87.816,88.989,0.65316 (100.65316),1 11,2022/12/09 10:19:43,
33,1198646212,주식회사 에프에스네트웍스,이화수,분석,104162550.0,86.4,87.817,88.989,0.65348 (100.65348),13 12,2022/12/14 17:17:48,
34,1088193869,(주)동명텔레콤,김경은,분석,104164920.0,86.4,87.819,88.991,0.65579 (100.65579),3 14,2022/12/14 13:04:55,
35,1138132447,태진정보통신(주),정태수,분석,104174577.0,86.6,87.827,89.0,0.66520 (100.6652),10 7,2022/12/14 17:21:55,
36,1078640952,(주)바비젼,이주일,분석,104175090.0,86.6,87.828,89.0,0.66569 (100.66569),8 5,2022/12/14 13:01:38,
37,5338700141,주식회사 인프라엔이,정우진,분석,104182793.0,86.8,87.835,89.007,0.67319 (100.67319),15 2,2022/12/15 09:26:22,
38,1188120761,(주)동화이엔씨,이재원,분석,104183820.0,86.8,87.836,89.007,0.67419 (100.67419),2 11,2022/12/15 15:37:04,
39,2148886584,주식회사 수민텔레콤,이상민,분석,104185570.0,86.8,87.837,89.009,0.67590 (100.6759),13 3,2022/12/14 10:00:12,
