순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,가격점수,예가대비 투찰률(%)  A,기초대비 투찰률(%),기초대비 사정률(%)  A,추첨번호,투찰일시,비고
1,1188113673,동해정보통신 주식회사  [최종낙찰],이창원,분석,111047722,85.0,87.747,88.237,-0.07730 (99.9227),5 12,2021/10/26 10:58:14,
2,2208604531,주식회사 월드린시스템즈,류준열,분석,111050261,85.0,87.749,88.239,-0.07500 (99.925),5 4,2021/10/28 09:51:05,
3,1178169252,엠에스온(주),이경미,분석,111052801,85.0,87.751,88.241,-0.07270 (99.9273),9 10,2021/10/27 09:27:16,
4,1028132281,현대씨앤알 주식회사,이문복,분석,111057710,85.2,87.756,88.245,-0.06826 (99.93174),13 5,2021/10/22 11:29:43,
5,1198611746,(주)지트인,김재환,분석,111060347,85.2,87.758,88.247,-0.06587 (99.93413),8 10,2021/10/25 14:52:44,
6,1148683959,제이엔에스텍주식회사,안종기,분석,111061190,85.2,87.758,88.248,-0.06511 (99.93489),8 15,2021/10/28 00:37:33,
7,1058693453,주식회사태융정보통신,문성준,분석,111061500,85.2,87.759,88.248,-0.06483 (99.93517),15 13,2021/10/28 01:02:51,
8,1078704690,(주)투씨에스지,임천수,분석,111064092,85.2,87.761,88.25,-0.06248 (99.93752),13 5,2021/10/26 13:55:52,
9,1138183325,주식회사금강전력,오영선,분석,111065280,85.2,87.762,88.251,-0.06140 (99.9386),10 8,2021/10/25 14:40:40,
10,2018182230,주식회사 본네트시큐,최수기,분석,111066380,85.2,87.763,88.252,-0.06041 (99.93959),3 2,2021/10/25 15:32:56,
11,2048105154,우일정보기술 주식회사,이오,분석,111068443,85.2,87.764,88.253,-0.05854 (99.94146),5 2,2021/10/27 16:56:46,
12,1138658592,위너시스텍 주식회사,조용걸,분석,111069100,85.4,87.765,88.254,-0.05794 (99.94206),2 9,2021/10/25 14:52:43,
13,1138663208,주식회사 유영정보통신,박경순,분석,111074390,85.4,87.769,88.258,-0.05315 (99.94685),13 3,2021/10/26 16:43:07,
14,1198688435,시큐리티앤맵 주식회사,정동회,분석,111079082,85.4,87.773,88.262,-0.04891 (99.95109),13 2,2021/10/26 19:03:22,
15,1138645971,주식회사 포딕스시스템,정재호,분석,111079300,85.4,87.773,88.262,-0.04871 (99.95129),9 2,2021/10/21 16:51:24,
16,2158148186,시스텍전기통신(주),전진우,분석,111083915,85.6,87.777,88.266,-0.04453 (99.95547),13 12,2021/10/27 15:50:08,
17,6378801279,주식회사정암정보통신,조강수,분석,111083940,85.6,87.777,88.266,-0.04451 (99.95549),1 4,2021/10/27 09:22:50,
18,1018651785,주식회사 청심아이티,김재균,분석,111084820,85.6,87.778,88.266,-0.04371 (99.95629),15 11,2021/10/26 09:00:32,
19,1068133832,(주)동양이엔씨,최두현,분석,111085150,85.6,87.778,88.267,-0.04341 (99.95659),9 4,2021/10/27 08:54:35,
20,6218602134,(주)플러스전력,이하일,분석,111086565,85.6,87.78,88.268,-0.04213 (99.95787),1 2,2021/10/28 02:18:21,
21,1138175034,(주)윈플러스정보기술,정재원,분석,111093558,85.8,87.785,88.273,-0.03580 (99.9642),6 8,2021/10/28 08:59:56,
22,1118128082,(주)디투엔지니어링,김낙경,분석,111097860,85.8,87.789,88.277,-0.03190 (99.9681),9 3,2021/10/28 09:00:19,
23,2158168275,천마정보통신(주),황범만,분석,111100000,85.8,87.791,88.278,-0.02996 (99.97004),15 7,2021/10/28 09:17:59,
24,1058676906,(주)디엠씨정보,윤성인,분석,111103500,85.8,87.794,88.281,-0.02679 (99.97321),10 8,2021/10/27 13:21:37,
25,1128601228,주식회사 성동아이앤티,홍성원,분석,111104591,86.0,87.795,88.282,-0.02580 (99.9742),11 6,2021/10/27 19:45:27,
26,2118691240,거성일렉콤(주),박성래,분석,111113658,86.0,87.802,88.289,-0.01759 (99.98241),1 8,2021/10/27 10:22:43,
27,1138613391,주식회사 지에스씨앤씨,석덕림,분석,111113800,86.0,87.802,88.289,-0.01747 (99.98253),9 7,2021/10/26 14:43:31,
28,2298109203,(주)테스콤엔지니어링,박영복,분석,111118400,86.2,87.806,88.293,-0.01330 (99.9867),5 15,2021/10/25 17:40:26,
29,2068184285,주식회사 진명파워택,이명규,분석,111120824,86.2,87.808,88.295,-0.01110 (99.9889),5 13,2021/10/28 09:06:20,
30,2018176136,(주)휴넷시스템,김초영,분석,111124955,86.2,87.812,88.298,-0.00736 (99.99264),3 15,2021/10/27 07:00:04,
31,1068150525,주식회사 캐스트윈,김낙희,분석,111125119,86.2,87.812,88.298,-0.00722 (99.99278),13 3,2021/10/27 15:43:39,
32,1180673427,한마음정보시스템,정인숙,분석,111126956,86.2,87.813,88.3,-0.00555 (99.99445),7 5,2021/10/26 12:53:41,
33,1178161755,(주) 유강이엔씨,조천식,분석,111127992,86.2,87.814,88.301,-0.00461 (99.99539),15 10,2021/10/27 17:35:07,
34,1068194620,(주)합동전자산업,정호원,분석,111128270,86.2,87.814,88.301,-0.00436 (99.99564),13 3,2021/10/25 10:11:23,
35,2138633324,(주)서경엔씨에스,김진태,분석,111128700,86.4,87.815,88.301,-0.00397 (99.99603),10 8,2021/10/28 08:39:57,
36,2128606988,원강정보통신 주식회사,우강원,분석,111133082,86.4,87.818,88.305,0.00000 (100),1 9,2021/10/28 09:56:46,
37,2068706603,주식회사 온품,김유혁,분석,111134200,86.4,87.819,88.306,0.00101 (100.00101),7 4,2021/10/27 12:54:15,
38,2198116973,건아정보기술 주식회사,심광호,분석,111135000,86.4,87.82,88.306,0.00173 (100.00173),11 3,2021/10/25 17:21:12,
39,1198118405,우광기전(주),이기진,분석,111139730,86.4,87.824,88.31,0.00602 (100.00602),7 4,2021/10/28 08:29:48,
40,2148619081,주식회사 유신테크,김용근,분석,111143570,86.6,87.827,88.313,0.00949 (100.00949),15 3,2021/10/26 17:54:13,
41,1138157962,(주)하이눈정보통신,박종우,분석,111146580,86.6,87.83,88.316,0.01222 (100.01222),3 13,2021/10/26 17:23:40,
42,1098167078,(주)에스씨네트,이계영,분석,111152849,86.8,87.835,88.32,0.01790 (100.0179),12 6,2021/10/27 06:55:14,
43,1180565240,성보전자통신,양행천,분석,111153630,86.8,87.835,88.321,0.01860 (100.0186),11 15,2021/10/28 06:34:29,
44,6118700363,주식회사 서경산업,이대규,분석,111155699,86.8,87.837,88.323,0.02048 (100.02048),8 2,2021/10/27 19:43:48,
45,1058625329,주식회사 윈미디텍,강명환,분석,111158462,86.8,87.839,88.325,0.02298 (100.02298),13 9,2021/10/27 17:12:36,
46,3238801633,동부엔텍 주식회사,류광성,분석,111161461,86.8,87.842,88.327,0.02569 (100.02569),3 2,2021/10/28 08:03:01,
47,1048159651,(주)성우음향정보통신,송민자,분석,111164002,86.8,87.844,88.329,0.02800 (100.028),3 11,2021/10/28 07:52:31,
48,1198655462,지티에스솔루션즈 주식회사,김민수,분석,111167200,87.0,87.847,88.332,0.03089 (100.03089),14 9,2021/10/26 12:59:41,
49,1138175669,(주)용상전기통신,권혁기,분석,111169190,87.0,87.848,88.333,0.03269 (100.03269),11 5,2021/10/28 09:08:38,
50,1198650754,비젼전자통신 주식회사,홍성수,분석,111169554,87.0,87.849,88.334,0.03302 (100.03302),11 13,2021/10/26 11:22:50,
51,1108190166,(주)페타네트워크,강인희,분석,111169634,87.0,87.849,88.334,0.03310 (100.0331),7 14,2021/10/27 14:33:18,
52,2118668579,(주)아이정보기술,이훈희,분석,111169743,87.0,87.849,88.334,0.03319 (100.03319),5 13,2021/10/26 07:52:28,
53,1428136631,주식회사 만사시스템,조호진,분석,111174490,87.0,87.853,88.338,0.03749 (100.03749),6 4,2021/10/26 15:17:59,
54,1068642694,우림정보시스템(주),조원희,분석,111178800,87.2,87.856,88.341,0.04140 (100.0414),13 12,2021/10/27 09:44:16,
55,1198151253,경인계측시스템(주),전무송,분석,111180345,87.2,87.858,88.342,0.04280 (100.0428),2 15,2021/10/25 11:11:37,
56,2098161262,주식회사 아이에스인텍,황관홍,분석,111183398,87.2,87.86,88.345,0.04556 (100.04556),15 13,2021/10/26 15:13:19,
57,2118868971,주식회사 텐스퀘어,권세영,분석,111186190,87.2,87.863,88.347,0.04809 (100.04809),9 2,2021/10/27 11:26:10,
58,1268620466,(주)진원엔지니어링,이규황,분석,111196580,87.4,87.871,88.355,0.05750 (100.0575),14 8,2021/10/27 17:28:18,
59,1088154468,(주)이젠정보통신,이동필,분석,111196910,87.4,87.872,88.356,0.05780 (100.0578),12 11,2021/10/26 17:33:12,
60,1258180919,(주)경일전공,정요진,분석,111197572,87.4,87.872,88.356,0.05840 (100.0584),6 3,2021/10/26 21:04:38,
61,2048610496,주식회사김스애드,김진희,분석,111200774,87.6,87.875,88.359,0.06130 (100.0613),6 14,2021/10/27 09:15:10,
62,2068625393,주식회사 성림전설,박상동,분석,111203600,87.6,87.877,88.361,0.06385 (100.06385),11 5,2021/10/22 09:06:54,
63,1138123972,(주)일광테크,임기철,분석,111203940,87.6,87.877,88.361,0.06416 (100.06416),11 3,2021/10/27 08:21:31,
64,1018138303,주식회사 비엘에스,안홍서,분석,111204970,87.6,87.878,88.362,0.06509 (100.06509),5 3,2021/10/28 08:55:34,
65,1288138083,(주)유앤후레쉬,우재명,분석,111206950,87.6,87.88,88.363,0.06689 (100.06689),13 6,2021/10/26 20:28:15,
66,2068188409,주식회사 넥스파시스템,이상준,분석,111208063,87.6,87.881,88.364,0.06790 (100.0679),10 3,2021/10/26 10:25:00,
67,2098111724,(주)석주기업,유영만,분석,111210824,87.6,87.883,88.367,0.07040 (100.0704),5 1,2021/10/21 13:14:28,
68,1078749469,주식회사 에이엠네트웍스,서정희,분석,111212342,87.6,87.884,88.368,0.07177 (100.07177),4 10,2021/10/27 09:48:30,
69,2148134127,(주)대경텔레콤,오병도,분석,111213030,87.8,87.885,88.368,0.07239 (100.07239),4 13,2021/10/27 09:35:23,
70,1138131356,중원기전(주),김창중,분석,111214110,87.8,87.886,88.369,0.07337 (100.07337),5 14,2021/10/27 09:03:17,
71,1098120807,(주)케이비에스비즈니스,김의철,분석,111214699,87.8,87.886,88.37,0.07391 (100.07391),14 10,2021/10/28 09:12:29,
72,2068694508,주식회사 웰정보기술,강희춘,분석,111216898,87.8,87.888,88.371,0.07590 (100.0759),7 1,2021/10/28 08:29:55,
73,1108190808,노드정보기술(주),정상권,분석,111218000,87.8,87.889,88.372,0.07689 (100.07689),11 1,2021/10/28 09:48:38,
74,1108190583,키오스크코리아 주식회사,이명철,분석,111218570,87.8,87.89,88.373,0.07741 (100.07741),13 1,2021/10/28 09:20:00,
75,1188110211,(주)텔레텍코리아,윤광수,분석,111221420,87.8,87.892,88.375,0.07999 (100.07999),6 2,2021/10/21 17:31:00,
76,2158607273,(주)미주전통,장원식,분석,111222060,87.8,87.892,88.375,0.08057 (100.08057),3 2,2021/10/27 20:35:43,
77,4891100742,다인테크,한아름,분석,111223081,87.8,87.893,88.376,0.08150 (100.0815),1 10,2021/10/28 09:26:59,
78,1418147931,주식회사 이리야시스템,허재혁,분석,111224960,88.0,87.895,88.378,0.08320 (100.0832),9 7,2021/10/26 11:23:29,
79,1128148359,(주)펜타콤씨엔씨,최상록,분석,111228775,88.0,87.898,88.381,0.08665 (100.08665),7 13,2021/10/26 10:39:06,
80,1068674084,주식회사월드아이,신영구,분석,111229336,88.0,87.899,88.381,0.08716 (100.08716),13 5,2021/10/27 18:08:07,
81,1098133637,주식회사 화인컴,김창만,분석,111236550,88.2,87.905,88.387,0.09369 (100.09369),13 15,2021/10/27 10:58:20,
82,1078724454,정일씨엔아이(주),유지봉,분석,111240520,88.2,87.908,88.39,0.09729 (100.09729),9 14,2021/10/28 09:06:56,
83,1098160416,(주)용진정보통신,도용석,분석,111241410,88.2,87.909,88.391,0.09809 (100.09809),10 6,2021/10/26 11:22:29,
84,1298163829,(주)시원코리아,임희득,분석,111241630,88.2,87.909,88.391,0.09829 (100.09829),7 14,2021/10/26 09:19:09,
85,2048190516,주식회사동훈전설,정준모,분석,111246380,88.2,87.913,88.395,0.10259 (100.10259),3 15,2021/10/27 11:14:29,
86,1188117816,(주)영원정보통신,전춘식,분석,111248038,88.2,87.914,88.396,0.10410 (100.1041),11 10,2021/10/25 10:33:59,
87,1208802896,주식회사 라임에스엔씨,김종훈,분석,111249088,88.4,87.915,88.397,0.10505 (100.10505),10 6,2021/10/27 15:02:50,
88,1398115682,백상건설 주식회사,정홍훈,분석,111250200,88.4,87.916,88.398,0.10605 (100.10605),5 11,2021/10/28 08:50:44,
89,2148632162,신영전자통신(주),김성식,분석,111253100,88.4,87.918,88.4,0.10868 (100.10868),1 13,2021/10/26 19:29:01,
90,2128196942,동진이앤씨(주),민진식,분석,111253770,88.4,87.919,88.401,0.10929 (100.10929),6 8,2021/10/27 16:27:26,
91,1048607916,대신브이씨에스주식회사,김창선,분석,111257310,88.4,87.922,88.403,0.11249 (100.11249),6 11,2021/10/26 10:43:22,
92,2038149028,대륭중공건설(주),박임우,분석,111257645,88.4,87.922,88.404,0.11280 (100.1128),8 14,2021/10/27 16:36:34,
93,1018662695,주식회사 메가시스템,김대석,분석,111259835,88.4,87.924,88.405,0.11478 (100.11478),14 9,2021/10/27 16:55:41,
94,2398801380,주식회사 플러스파크,김대훈,분석,111260847,88.6,87.925,88.406,0.11570 (100.1157),12 11,2021/10/28 09:27:52,
95,2208886221,주식회사 지엔아이티,윤상병,분석,111262725,88.6,87.926,88.408,0.11740 (100.1174),14 5,2021/10/21 14:16:50,
96,1198635165,오성정보통신 주식회사,정희경,분석,111263940,88.6,87.927,88.409,0.11850 (100.1185),10 13,2021/10/27 13:25:43,
97,2058125376,주식회사 명성라이픽스,황석고,분석,111267140,88.6,87.93,88.411,0.12139 (100.12139),15 5,2021/10/26 17:23:31,
98,1288196628,코마정보통신(주),이경수,분석,111268240,88.6,87.931,88.412,0.12239 (100.12239),4 3,2021/10/25 15:19:41,
99,1188109785,주식회사 안세기술,이용안,분석,111270000,88.6,87.932,88.414,0.12398 (100.12398),4 15,2021/10/26 09:31:13,
100,1248177371,디비비전(주),이영달,분석,111270937,88.6,87.933,88.414,0.12483 (100.12483),6 15,2021/10/25 08:59:01,
101,1048635917,주식회사 비전에스엔씨,김국배,분석,111270994,88.6,87.933,88.414,0.12488 (100.12488),15 5,2021/10/28 09:52:57,
102,1068648117,주식회사 티원엘에스,김영규,분석,111271110,88.6,87.933,88.414,0.12499 (100.12499),9 11,2021/10/26 19:39:58,
103,1018197466,주식회사콤위즈,정윤권,분석,111275650,88.8,87.937,88.418,0.12910 (100.1291),2 9,2021/10/27 13:44:51,
104,1068711354,에이비씨네트워크 주식회사,안종현,분석,111278958,88.8,87.94,88.421,0.13210 (100.1321),7 2,2021/10/25 08:19:28,
105,1048635974,주식회사 성원통신,송준형,분석,111283983,88.8,87.944,88.425,0.13665 (100.13665),7 15,2021/10/28 07:41:30,
