순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,가격점수,예가대비 투찰률(%),기초대비 투찰률(%),기초대비 사정률(%),추첨번호,투찰일시,비고
1,1018644343,주식회사 세광이엔씨,장문주,분석,493461449,45.0,86.745,85.144,-1.84500 (98.155),8 13,2016/08/05 10:02:31,
2,1078127876,동하시티개발주식회사,윤종사,분석,493468270,45.0,86.746,85.145,-1.84365 (98.15635),13 5,2016/08/08 15:21:35,
3,1278169375,(주)효성이엔지,김동한,분석,493475400,45.0,86.747,85.146,-1.84223 (98.15777),4 14,2016/08/09 03:36:29,
4,1308639886,수창정보통신주식회사,이승훈,분석,493476120,45.0,86.748,85.147,-1.84209 (98.15791),7 14,2016/08/05 16:25:10,
5,2068172829,한사랑엔지니어링 주식회사,권갑순,분석,493477033,45.0,86.748,85.147,-1.84191 (98.15809),4 12,2016/08/08 17:25:05,
6,1248127527,(주)경일,조민희,분석,493477837,45.0,86.748,85.147,-1.84175 (98.15825),14 4,2016/08/05 11:20:39,
7,1268634029,(주)토탈음향,심영록,분석,493478542,45.0,86.748,85.147,-1.84160 (98.1584),2 11,2016/08/06 12:31:29,
8,1098620103,(주)삼원홀딩스,김예순,분석,493479044,45.0,86.748,85.147,-1.84151 (98.15849),10 7,2016/08/09 08:28:57,
9,1208633380,(주)에스에스통신,이종필,분석,493482560,45.0,86.749,85.148,-1.84081 (98.15919),6 10,2016/08/05 10:25:18,
10,1278165350,극동정보기술(주),이정훈,분석,493486400,45.0,86.749,85.148,-1.84004 (98.15996),6 10,2016/08/05 10:12:36,
11,2128121494,(주)창성에이스산업,이의용,분석,493492110,45.0,86.75,85.149,-1.83891 (98.16109),12 3,2016/08/09 08:44:38,
12,1258114044,주식회사 덕동산업,이근찬,분석,493493000,45.0,86.75,85.149,-1.83873 (98.16127),3 12,2016/08/05 10:47:45,
13,1298683835,주식회사 씨엔케이솔루션,고화정,분석,493498500,45.0,86.751,85.15,-1.83764 (98.16236),1 4,2016/08/08 09:59:11,
14,1308631415,(주)굿네트웍스,이영규,분석,493502422,45.0,86.752,85.151,-1.83685 (98.16315),2 6,2016/08/05 10:19:43,
15,1348604768,(주)고려네트웍스,이종영,분석,493505690,45.0,86.753,85.152,-1.83620 (98.1638),5 1,2016/08/05 15:59:59,
16,1188115778,대신통신기술(주),김지영,분석,493510500,45.0,86.754,85.153,-1.83525 (98.16475),11 13,2016/08/05 17:45:02,
17,1240367481,중앙통신,이대근,분석,493510717,45.0,86.754,85.153,-1.83520 (98.1648),12 6,2016/08/09 07:01:40,
18,2058140829,원앤원산업개발(주),배애순,분석,493511723,45.0,86.754,85.153,-1.83500 (98.165),11 13,2016/08/05 10:59:04,
19,1018154491,엘케이테크넷(주),이만형,분석,493522783,45.2,86.756,85.155,-1.83280 (98.1672),9 1,2016/08/09 09:35:11,
20,1068602542,주식회사 유셀네트웍스,김구동,분석,493526300,45.2,86.756,85.155,-1.83211 (98.16789),9 5,2016/08/08 07:07:56,
21,4028141375,주식회사 이레유비크,박임철,분석,493529822,45.2,86.757,85.156,-1.83140 (98.1686),5 1,2016/08/09 08:58:28,
22,1258608912,주식회사 에스와이미디어,문병학,분석,493532330,45.2,86.757,85.156,-1.83091 (98.16909),11 14,2016/08/09 09:08:14,
23,1078776699,주식회사 대성아이엔티,이성광,분석,493536870,45.2,86.758,85.157,-1.83000 (98.17),8 2,2016/08/08 18:05:50,
24,1238175138,코오롱환경서비스주식회사,이용현,분석,493544410,45.2,86.76,85.158,-1.82850 (98.1715),6 5,2016/08/08 15:37:14,
25,2208869047,양지전기 주식회사,박승연,분석,493546410,45.2,86.76,85.159,-1.82811 (98.17189),14 13,2016/08/05 11:31:01,
26,2158185459,주식회사 한일에스티엠,한영기,분석,493548990,45.2,86.76,85.159,-1.82759 (98.17241),1 3,2016/08/08 17:23:40,
27,1048115328,(주)하이텔네트웍스,김종각,분석,493550937,45.2,86.761,85.159,-1.82720 (98.1728),4 9,2016/08/05 10:42:29,
28,1278647828,주식회사 대륙미디어,김정창,분석,493551940,45.2,86.761,85.16,-1.82701 (98.17299),1 9,2016/08/08 13:27:35,
29,1248728038,주식회사디씨에스,박은규,분석,493556758,45.2,86.762,85.16,-1.82605 (98.17395),5 9,2016/08/08 08:52:26,
30,1308611855,(주)써니텔레콤,전창선,분석,493558000,45.2,86.762,85.161,-1.82580 (98.1742),8 11,2016/08/05 15:59:44,
