순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%),기초대비 투찰률(%),기초대비 사정률(%),추첨번호,투찰일시,비고
1,1198609084,주식회사 유니씨엔에스,박경임,분석,101909540,87.747,87.673,-0.08101 (99.91899),,2019/09/24 16:24:00,
2,1088124659,(주)비젼텔레콤,김진수,분석,101909950,87.748,87.674,-0.08060 (99.9194),,2019/09/24 09:24:00,
3,2108149521,주식회사 구일일무인경비시스템,박종철,분석,101910500,87.748,87.674,-0.08007 (99.91993),,2019/09/25 09:54:00,
4,2158669639,(주)한정원,이수환,분석,101913550,87.751,87.677,-0.07708 (99.92292),,2019/09/24 14:51:00,
5,1138618417,(주)씨에스플러스,장준영,분석,101914600,87.752,87.678,-0.07605 (99.92395),,2019/09/24 17:47:00,
6,2108130492,명신정보통신(주),서철,분석,101916590,87.753,87.679,-0.07409 (99.92591),,2019/09/24 15:02:00,
7,1138137229,두복산전(주),이영두,분석,101918920,87.755,87.681,-0.07181 (99.92819),,2019/09/25 10:24:00,
8,6058166688,(주)세계아이티씨,김황기,분석,101920550,87.757,87.683,-0.07021 (99.92979),,2019/09/24 09:53:00,
9,2068643969,(주)삼우미디텍,표준영,분석,101922189,87.758,87.684,-0.06861 (99.93139),,2019/09/24 08:59:00,
10,2140550031,새론정보통신,이용주,분석,101923620,87.759,87.686,-0.06720 (99.9328),,2019/09/25 10:32:00,
11,2018182230,주식회사 본네트시큐,최수기,분석,101924535,87.76,87.686,-0.06630 (99.9337),,2019/09/25 09:38:00,
12,3498801353,주식회사 삼신이엔지,장호기,분석,101924590,87.76,87.686,-0.06625 (99.93375),,2019/09/19 17:34:00,
13,2108160017,(주)누리온정보통신,박종수,분석,101925050,87.761,87.687,-0.06580 (99.9342),,2019/09/23 12:10:00,
14,2028104237,대선이엔씨(주),최승재,분석,101930645,87.766,87.692,-0.06031 (99.93969),,2019/09/26 09:06:00,
15,1068601053,(주)크로스젠,조효희,분석,101933000,87.768,87.694,-0.05801 (99.94199),,2019/09/25 17:37:00,
16,2098155983,주식회사 케이텍솔루션,임경택,분석,101934734,87.769,87.695,-0.05631 (99.94369),,2019/09/24 09:05:00,
17,2048626080,주식회사 엘제이이엔지,임성희,분석,101936362,87.77,87.697,-0.05471 (99.94529),,2019/09/23 11:12:00,
18,1170233690,화진정보통신,김병철,분석,101937693,87.772,87.698,-0.05340 (99.9466),,2019/09/25 09:35:00,
19,1098150316,(주)건우통신,노형환,분석,101942000,87.775,87.701,-0.04918 (99.95082),,2019/09/25 16:37:00,
20,2068193673,지에스네트웍스(주),임동배,분석,101943090,87.776,87.702,-0.04811 (99.95189),,2019/09/26 09:46:00,
21,1068180183,보람정보통신서비스(주),안창진,분석,101945300,87.778,87.704,-0.04595 (99.95405),,2019/09/21 00:22:00,
22,1078746443,(주)라인테크놀로지,유현식,분석,101948482,87.781,87.707,-0.04283 (99.95717),,2019/09/25 10:31:00,
23,1178122655,셀렉트정보기술(주),임윤정,분석,101950370,87.782,87.709,-0.04097 (99.95903),,2019/09/26 07:13:00,
24,2118868971,주식회사 텐스퀘어,권세영,분석,101952580,87.784,87.71,-0.03881 (99.96119),,2019/09/25 09:59:00,
25,2021067983,엘지전자통신공사,최태익,분석,101952983,87.785,87.711,-0.03841 (99.96159),,2019/09/23 17:00:00,
26,2048109261,영한산업(주),권태인,분석,101953000,87.785,87.711,-0.03840 (99.9616),,2019/09/26 08:45:00,
27,2208657396,(주)가온네트,오장환,분석,101959086,87.79,87.716,-0.03243 (99.96757),,2019/09/23 15:52:00,
28,2158191475,(주)디앤씨코퍼레이션,엄삼섭,분석,101961250,87.792,87.718,-0.03031 (99.96969),,2019/09/23 10:49:00,
29,2158168275,천마정보통신(주),황범만,분석,101962000,87.793,87.719,-0.02957 (99.97043),,2019/09/25 17:56:00,
30,1198649126,태광에스엠주식회사,전현용,분석,101962986,87.793,87.719,-0.02860 (99.9714),,2019/09/26 09:46:00,
31,2068124123,(주)세양텔레콤,김한섭,분석,101963700,87.794,87.72,-0.02790 (99.9721),,2019/09/25 08:53:00,
32,1068602542,주식회사 유셀네트웍스,김구동,분석,101967370,87.797,87.723,-0.02431 (99.97569),,2019/09/24 16:56:00,
33,1208128825,(주)이일엔지니어링,정찬면,분석,101967900,87.798,87.724,-0.02379 (99.97621),,2019/09/25 16:22:00,
34,2108156959,두레에스텍 주식회사,유의근,분석,101968800,87.798,87.724,-0.02290 (99.9771),,2019/09/23 14:21:00,
35,2148770450,주식회사 아리시스,이대섭,분석,101969717,87.799,87.725,-0.02201 (99.97799),,2019/09/24 11:36:00,
36,2298138601,(주)우원씨앤이,이운재,분석,101970200,87.8,87.726,-0.02153 (99.97847),,2019/09/25 16:38:00,
37,4908100798,주식회사 서우이에프씨,박상진,분석,101971160,87.8,87.726,-0.02059 (99.97941),,2019/09/25 15:30:00,
38,4168143159,(주)그린아이씨티,정상욱,분석,101971550,87.801,87.727,-0.02021 (99.97979),,2019/09/24 11:26:00,
39,1138183325,주식회사금강전력,오영선,분석,101974300,87.803,87.729,-0.01751 (99.98249),,2019/09/19 13:46:00,
40,2158192566,(주)열림정보기술,고동민,분석,101979000,87.807,87.733,-0.01290 (99.9871),,2019/09/24 13:55:00,
41,2068611905,(주)한포넷,이현우,분석,101981342,87.809,87.735,-0.01061 (99.98939),,2019/09/25 10:03:00,
