순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,예가대비 투찰률(%),기초대비 투찰률(%),기초대비 사정률(%),추첨번호,투찰일시,비고
1,6168197255,광명디앤씨주식회사,김종헌,분석,968048900,86.335,84.482,-2.14543 (97.85457),,0000/00/00 00:00:00,
2,1058608183,코위버(주),황인환,분석,968100630,86.34,84.487,-2.14020 (97.8598),,0000/00/00 00:00:00,
3,3148608337,주식회사 원테크,이의균,분석,968141700,86.343,84.49,-2.13605 (97.86395),,0000/00/00 00:00:00,
4,5038135521,동원텔레콤(주),조우현,분석,968152575,86.344,84.491,-2.13495 (97.86505),,0000/00/00 00:00:00,
5,3148194314,(주)케이에스정보통신,김태호,분석,968158000,86.345,84.492,-2.13441 (97.86559),,0000/00/00 00:00:00,
6,1308172274,으뜸이앤씨(주),서형수,분석,968158007,86.345,84.492,-2.13440 (97.8656),,0000/00/00 00:00:00,
7,1048122547,아시아나IDT(주),황선복,분석,968171600,86.346,84.493,-2.13303 (97.86697),,0000/00/00 00:00:00,
8,1348139151,성우정보통신(주),장석태,분석,968181749,86.347,84.494,-2.13201 (97.86799),,0000/00/00 00:00:00,
9,2118168569,삼익정보통신(주),김진섭,분석,968201740,86.349,84.496,-2.12998 (97.87002),,0000/00/00 00:00:00,
10,1408127650,대한통신기술(주),김영직,분석,968216375,86.35,84.497,-2.12850 (97.8715),,0000/00/00 00:00:00,
11,3148130057,(주)제이씨정보통신,이옥배,분석,968257430,86.354,84.5,-2.12435 (97.87565),,0000/00/00 00:00:00,
12,1308197047,드림네트웍스 주식회사,조정하,분석,968266800,86.355,84.501,-2.12341 (97.87659),,0000/00/00 00:00:00,
13,1288666624,주식회사 두일정보통신,김찬제,분석,968281000,86.356,84.502,-2.12197 (97.87803),,0000/00/00 00:00:00,
14,1358147858,아이코리아(주),황우상,분석,968296505,86.357,84.504,-2.12041 (97.87959),,0000/00/00 00:00:00,
15,1210934983,티엔씨기술,정정훈,분석,968332400,86.36,84.507,-2.11678 (97.88322),,0000/00/00 00:00:00,
16,1138619003,주식회사 에프원네트웍스,이광열,분석,968349989,86.362,84.509,-2.11500 (97.885),,0000/00/00 00:00:00,
17,2020127636,알에프코리아,신현성,분석,968351900,86.362,84.509,-2.11481 (97.88519),,0000/00/00 00:00:00,
18,1278161863,휴먼테크(주),장현근,분석,968373668,86.364,84.511,-2.11261 (97.88739),,0000/00/00 00:00:00,
19,1288630053,그린텔정보통신 주식회사,임성순,분석,968429060,86.369,84.515,-2.10701 (97.89299),,0000/00/00 00:00:00,
20,1248156963,진흥전기통신(주),백귀현,분석,968430304,86.369,84.516,-2.10688 (97.89312),,0000/00/00 00:00:00,
21,4028158842,유한회사 가원시스템,정지연,분석,968446875,86.371,84.517,-2.10520 (97.8948),,0000/00/00 00:00:00,
22,1088180573,다올정보기술주식회사,한송주,분석,968465000,86.372,84.519,-2.10337 (97.89663),,0000/00/00 00:00:00,
23,1218191414,(주)유리네트웍스,박창호,분석,968498300,86.375,84.521,-2.10001 (97.89999),,0000/00/00 00:00:00,
24,2101252831,유비아이티,김창갑,분석,968499550,86.375,84.522,-2.09988 (97.90012),,0000/00/00 00:00:00,
25,3018164793,(주)원신정보통신,이철술,분석,968540850,86.379,84.525,-2.09571 (97.90429),,0000/00/00 00:00:00,
26,1308630323,(주)오앤씨테크,박규원,분석,968554210,86.38,84.526,-2.09436 (97.90564),,0000/00/00 00:00:00,
27,1308601153,인포스텔주식회사,이재왕,분석,968595760,86.384,84.53,-2.09016 (97.90984),,0000/00/00 00:00:00,
28,1408179804,주식회사 에스엠네트웍스,박상준,분석,968609894,86.385,84.531,-2.08873 (97.91127),,0000/00/00 00:00:00,
29,1108139892,(주)이화텔레콤,윤영배,분석,968639380,86.388,84.534,-2.08575 (97.91425),,0000/00/00 00:00:00,
30,1358188621,(주)플러스원정보통신,최원복,분석,968648687,86.389,84.535,-2.08480 (97.9152),,0000/00/00 00:00:00,
31,4028113715,태림전자 (주),강수자,분석,968652645,86.389,84.535,-2.08440 (97.9156),,0000/00/00 00:00:00,
32,1238173799,주식회사 알엠케이,김정훈,분석,968658579,86.389,84.535,-2.08381 (97.91619),,0000/00/00 00:00:00,
33,1068180863,에스엠텔레콤주식회사,고세민,분석,968687469,86.392,84.538,-2.08088 (97.91912),,0000/00/00 00:00:00,
34,2128142640,팍스코이앤아이(주),송기민,분석,968694000,86.393,84.539,-2.08022 (97.91978),,0000/00/00 00:00:00,
35,1198184278,주식회사엠디네트워크,이재현,분석,968697655,86.393,84.539,-2.07986 (97.92014),,0000/00/00 00:00:00,
36,2178121937,부광이앤씨 주식회사,정동국,분석,968715200,86.395,84.54,-2.07808 (97.92192),,0000/00/00 00:00:00,
37,2148620797,(주)세인씨앤씨,조정화,분석,968725410,86.395,84.541,-2.07705 (97.92295),,0000/00/00 00:00:00,
38,1068133832,(주)동양이엔씨,최두현,분석,968733774,86.396,84.542,-2.07620 (97.9238),,0000/00/00 00:00:00,
39,1058159732,(주)양지종합전설,윤덕길,분석,968735000,86.396,84.542,-2.07608 (97.92392),,0000/00/00 00:00:00,
40,3058123509,중앙통신 주식회사,한의동,분석,968745640,86.397,84.543,-2.07500 (97.925),,0000/00/00 00:00:00,
41,6068151738,성일통신 주식회사,서성열,분석,968754660,86.398,84.544,-2.07409 (97.92591),,0000/00/00 00:00:00,
42,2148669048,보라정보통신 주식회사,송철상,분석,968756520,86.398,84.544,-2.07390 (97.9261),,0000/00/00 00:00:00,
43,1238138865,동광전자(주),신동헌,분석,968760470,86.399,84.544,-2.07351 (97.92649),,0000/00/00 00:00:00,
44,1208194567,아산정보통신(주),홍수길,분석,968772840,86.4,84.545,-2.07226 (97.92774),,0000/00/00 00:00:00,
45,2068172829,한사랑엔지니어링 주식회사,권갑순,분석,968789164,86.401,84.547,-2.07060 (97.9294),,0000/00/00 00:00:00,
46,1348197923,대승정보통신(주),최승곤,분석,968793200,86.401,84.547,-2.07020 (97.9298),,0000/00/00 00:00:00,
47,2018603701,소성정보기술 (주),김금남,분석,968808098,86.403,84.548,-2.06869 (97.93131),,0000/00/00 00:00:00,
48,1328132768,영일정보통신(주),김상영,분석,968823580,86.404,84.55,-2.06713 (97.93287),,0000/00/00 00:00:00,
49,1218602541,주식회사 대영미디어기술,이호남,분석,968844562,86.406,84.552,-2.06501 (97.93499),,0000/00/00 00:00:00,
50,1288615450,주식회사파워네트웍,강인석,분석,968860984,86.408,84.553,-2.06335 (97.93665),,0000/00/00 00:00:00,
51,2148722924,주식회사 다음정보기술,김은선,분석,968862370,86.408,84.553,-2.06320 (97.9368),,0000/00/00 00:00:00,
52,6048137900,(주)금호태크,장창호,분석,968862400,86.408,84.553,-2.06320 (97.9368),,0000/00/00 00:00:00,
53,1328168344,주식회사 아시아정보기술,김장한,분석,968871768,86.408,84.554,-2.06225 (97.93775),,0000/00/00 00:00:00,
54,1308124466,삼형전자(주),박영원,분석,968882023,86.409,84.555,-2.06122 (97.93878),,0000/00/00 00:00:00,
55,1378100301,청원정보통신(주),원정현,분석,968952878,86.416,84.561,-2.05406 (97.94594),,0000/00/00 00:00:00,
56,1308129699,새서울정보통신(주),오상원,분석,968970700,86.417,84.563,-2.05225 (97.94775),,0000/00/00 00:00:00,
57,1298129419,지에스앤티(주),이득연,분석,968984115,86.418,84.564,-2.05090 (97.9491),,0000/00/00 00:00:00,
58,6218140128,(주)기산통신,박영복,분석,968995430,86.419,84.565,-2.04975 (97.95025),,0000/00/00 00:00:00,
59,1218199473,(주)진성정보통신,이윤주,분석,969042420,86.424,84.569,-2.04500 (97.955),,0000/00/00 00:00:00,
