순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,가격점수,예가대비 투찰률(%),기초대비 투찰률(%),기초대비 사정률(%),추첨번호,투찰일시,비고
1,2208658565,주식회사 주인정보시스템  [최종낙찰],김근호,분석,107597900,85.0,87.75,88.186,0.50341 (100.50341),15 14,2019/12/24 11:13:11,
2,2468101069,주식회사 길통신,권정임,분석,107599380,85.0,87.751,88.187,0.50479 (100.50479),4 9,2019/12/22 12:34:28,
3,2148722924,주식회사 다음정보기술,김은선,분석,107607600,85.2,87.758,88.194,0.51247 (100.51247),2 5,2019/12/24 11:45:00,
4,1028137710,서광종합개발 주식회사,이정익,분석,107608050,85.2,87.759,88.195,0.51289 (100.51289),7 6,2019/12/26 09:39:20,
5,1078156371,아주전자시스템(주),이재훈,분석,107608600,85.2,87.759,88.195,0.51341 (100.51341),4 9,2019/12/24 09:35:43,
6,1108127950,서경전기(주),이종환,분석,107610642,85.2,87.761,88.197,0.51531 (100.51531),8 4,2019/12/24 09:48:46,
7,2030130565,이수정보통신,이한수,분석,107612760,85.2,87.762,88.198,0.51729 (100.51729),8 9,2019/12/23 10:13:18,
8,2158168163,블루엔이(주),정홍채,분석,107612900,85.2,87.763,88.199,0.51742 (100.51742),9 4,2019/12/26 09:42:48,
9,4108607408,주식회사 천운정보통신,김복중,분석,107613700,85.2,87.763,88.199,0.51817 (100.51817),1 5,2019/12/24 15:03:12,
10,1178112521,한성정보기술(주),한병성,분석,107617790,85.4,87.767,88.203,0.52199 (100.52199),13 14,2019/12/24 13:45:04,
11,1298141752,에이플시스템즈(주),윤진경,분석,107618540,85.4,87.767,88.203,0.52269 (100.52269),5 3,2019/12/23 14:11:27,
12,1098150581,주식회사 우진파워텍,한용일,분석,107619400,85.4,87.768,88.204,0.52349 (100.52349),7 8,2019/12/24 18:12:17,
13,1058746675,(주)양지이엔지,김동수,분석,107620793,85.4,87.769,88.205,0.52480 (100.5248),6 11,2019/12/26 09:13:36,
14,1238135136,(주)청남통신,최재언,분석,107623600,85.4,87.771,88.207,0.52742 (100.52742),14 7,2019/12/24 09:54:25,
15,2078148017,(주)명신시스템,노근식,분석,107624110,85.4,87.772,88.208,0.52789 (100.52789),3 9,2019/12/24 10:50:36,
16,1078161011,(주)장수커뮤니케이션즈,김현수,분석,107626040,85.4,87.773,88.209,0.52970 (100.5297),2 1,2019/12/26 09:13:31,
16,1148182595,주식회사 싸인텔레콤,성기빈,분석,107626040,85.4,87.773,88.209,0.52970 (100.5297),6 13,2019/12/26 09:10:54,
18,1048120291,청음통신 주식회사,임광희,분석,107627000,85.4,87.774,88.21,0.53059 (100.53059),12 4,2019/12/26 09:53:00,
19,2148766621,(주)포유네트웍스,이상오,분석,107628290,85.6,87.775,88.211,0.53180 (100.5318),14 3,2019/12/23 10:39:47,
20,2158721947,(주)엠지브이보안시스템,김흥국,분석,107630100,85.6,87.777,88.213,0.53349 (100.53349),11 8,2019/12/26 09:22:26,
21,2158199031,한소리이앤씨주식회사,안홍희,분석,107630750,85.6,87.777,88.213,0.53410 (100.5341),9 4,2019/12/24 09:02:16,
22,1068133832,(주)동양이엔씨,최두현,분석,107633420,85.6,87.779,88.215,0.53659 (100.53659),13 6,2019/12/24 09:23:26,
23,2158184144,주영건설 주식회사,서봉원,분석,107634170,85.6,87.78,88.216,0.53729 (100.53729),8 15,2019/12/24 13:22:29,
