순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,가격점수,예가대비 투찰률(%)  A,기초대비 투찰률(%),기초대비 사정률(%)  A,추첨번호,투찰일시,비고
1,1078156371,아주전자시스템(주)  [최종낙찰],이재훈,분석,109395100,85.0,87.745,88.847,0.39672 (100.39672),7 15,2019/09/03 08:18:09,
2,1098626994,주식회사 에이치엔엠,성기용,분석,109395170,85.0,87.745,88.847,0.39679 (100.39679),14 8,2019/09/02 11:00:33,
3,2068184529,(주)네오티엔씨,조정현,분석,109397230,85.0,87.747,88.848,0.39869 (100.39869),5 8,2019/09/04 14:54:39,
4,2128178492,주식회사 제이에치코리아,이주일,분석,109400340,85.0,87.749,88.851,0.40157 (100.40157),10 12,2019/09/03 16:03:42,
5,2208626821,한성씨앤엔(주),한성,분석,109401500,85.0,87.75,88.852,0.40265 (100.40265),7 11,2019/09/03 10:35:42,
6,2148104884,두원이에프씨주식회사,황운천,분석,109401770,85.0,87.751,88.852,0.40290 (100.4029),10 3,2019/09/05 08:36:53,
7,2148626637,(주)아이엔지시스템,김정화,분석,109403950,85.0,87.753,88.854,0.40491 (100.40491),13 6,2019/09/04 10:55:07,
8,1068142253,주식회사 밀로텍,최충식,분석,109407130,85.2,87.755,88.856,0.40786 (100.40786),10 3,2019/09/03 10:17:03,
9,1098603593,주식회사 완일이씨에스,김경창,분석,109408800,85.2,87.757,88.858,0.40940 (100.4094),7 3,2019/09/04 16:34:43,
10,2148619102,유석산업(주),최현호,분석,109413437,85.2,87.761,88.861,0.41370 (100.4137),5 1,2019/09/05 09:21:38,
11,1198178757,주식회사우신아이앤씨,이화세,분석,109414310,85.2,87.761,88.862,0.41450 (100.4145),4 3,2019/09/05 09:29:37,
12,1188109785,주식회사 안세기술,이용안,분석,109414800,85.2,87.762,88.863,0.41496 (100.41496),4 8,2019/09/04 17:25:45,
13,2158770996,엠코어넷 주식회사,김명경,분석,109416053,85.2,87.763,88.864,0.41612 (100.41612),9 1,2019/09/04 07:53:13,
14,1050296111,중앙전자통신,김용수,분석,109416357,85.2,87.763,88.864,0.41640 (100.4164),4 6,2019/09/04 12:08:56,
15,1098162433,광명정보통신(주),김형준,분석,109416930,85.2,87.764,88.864,0.41693 (100.41693),2 10,2019/09/03 10:34:12,
16,2148886584,주식회사 수민텔레콤,이상민,분석,109417472,85.2,87.764,88.865,0.41743 (100.41743),4 11,2019/09/03 09:52:04,
17,2068111894,(주)아파트피아,곽복동,분석,109417970,85.4,87.765,88.865,0.41789 (100.41789),13 4,2019/09/03 18:18:57,
18,1168135502,(주)비엠더코리아,구진회,분석,109419164,85.4,87.766,88.866,0.41900 (100.419),10 12,2019/09/03 14:13:31,
19,1268159398,(주)파이런텍,이병길,분석,109419490,85.4,87.766,88.866,0.41930 (100.4193),14 13,2019/09/04 11:21:54,
20,1088184448,금산이씨엠에스 주식회사,김평재,분석,109421430,85.4,87.768,88.868,0.42109 (100.42109),15 7,2019/09/03 16:36:11,
21,1058645500,태지종합건설(주),박소연,분석,109424210,85.4,87.77,88.87,0.42367 (100.42367),2 8,2019/09/05 09:14:57,
22,2048614338,(주)오성에이브이시스템,심병섭,분석,109424349,85.4,87.77,88.87,0.42380 (100.4238),8 15,2019/09/04 15:25:37,
23,1118101759,신원전설(주),심한섭,분석,109426570,85.4,87.772,88.872,0.42585 (100.42585),14 5,2019/09/04 09:27:54,
24,1288138083,(주)유앤후레쉬,우재명,분석,109427130,85.4,87.773,88.873,0.42637 (100.42637),6 13,2019/09/04 19:32:48,
25,2108157604,주식회사 유니원이엔지,김미숙,분석,109431100,85.6,87.776,88.876,0.43004 (100.43004),3 11,2019/09/04 15:59:28,
26,1068164354,(주)코알라전자시스템,장종기,분석,109437310,85.6,87.781,88.881,0.43579 (100.43579),3 8,2019/09/03 18:05:14,
27,1198173261,(주)현대네트웍기술,조성익,분석,109437740,85.6,87.782,88.881,0.43619 (100.43619),5 14,2019/09/03 16:44:15,
28,1138158414,(주)신우종합정보,김찬종,분석,109444458,85.8,87.787,88.887,0.44241 (100.44241),13 1,2019/09/04 09:57:00,
29,2178119300,(주)엔씨디지넷,이종훈,분석,109445963,85.8,87.789,88.888,0.44380 (100.4438),5 3,2019/09/05 09:49:40,
30,1198609177,이유솔루션주식회사,장지호,분석,109446470,85.8,87.789,88.888,0.44427 (100.44427),3 9,2019/09/04 20:47:31,
31,1138636870,주식회사 나우시스템,이종한,분석,109446571,85.8,87.789,88.888,0.44436 (100.44436),5 11,2019/09/05 09:16:29,
32,2048624438,에스엘테크 주식회사,김한주,분석,109446930,85.8,87.79,88.889,0.44470 (100.4447),14 15,2019/09/04 09:14:48,
33,1078197386,(주)아리네트웍스,성동식,분석,109447901,85.8,87.79,88.889,0.44560 (100.4456),10 15,2019/09/05 09:55:27,
34,1198175027,(주)케이웍스,김영주,분석,109449200,85.8,87.792,88.89,0.44680 (100.4468),4 1,2019/09/05 09:44:19,
35,1098651964,셀코정보기술 주식회사,권영용,분석,109451142,85.8,87.793,88.892,0.44860 (100.4486),14 10,2019/09/05 09:17:19,
36,2148626132,(주)오버넷,신창호,분석,109452655,86.0,87.795,88.893,0.45000 (100.45),15 13,2019/09/04 14:21:51,
37,1098150316,(주)건우통신,노형환,분석,109453950,86.0,87.796,88.894,0.45119 (100.45119),2 7,2019/09/04 10:09:55,
38,1138139080,(주)성강통신기술사사무소,안치영,분석,109456650,86.0,87.798,88.897,0.45369 (100.45369),11 15,2019/09/05 09:05:12,
39,2068643969,(주)삼우미디텍,표준영,분석,109457420,86.0,87.799,88.897,0.45441 (100.45441),15 10,2019/09/02 14:32:08,
40,2048635411,주식회사 화산에스티아이,이명재,분석,109457522,86.0,87.799,88.897,0.45450 (100.4545),14 5,2019/09/02 16:57:55,
41,1358131171,(주)금성전기통신공사,김윤환,분석,109460000,86.0,87.801,88.899,0.45679 (100.45679),8 3,2019/09/03 12:47:41,
42,2141167760,세기정보통신,송재홍,분석,109466480,86.2,87.806,88.905,0.46279 (100.46279),11 6,2019/09/03 16:46:04,
43,8958700597,주식회사 아이티앤에스,김세영,분석,109475468,86.2,87.814,88.912,0.47111 (100.47111),10 11,2019/09/03 09:28:56,
44,1138165967,(주)다솔이앤씨,김광순,분석,109476210,86.4,87.815,88.912,0.47180 (100.4718),2 12,2019/09/05 09:17:18,
45,2068650742,한선씨앤씨 주식회사,장홍식,분석,109476747,86.4,87.815,88.913,0.47230 (100.4723),15 7,2019/09/03 16:05:13,
46,1068617725,주식회사 벤처씨엔씨프라자,박재범,분석,109479411,86.4,87.818,88.915,0.47476 (100.47476),8 11,2019/09/02 15:48:42,
