순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,가격점수,예가대비 투찰률(%),기초대비 투찰률(%),기초대비 사정률(%),추첨번호,투찰일시,비고
1,2208110305,주식회사 일신이앤드씨  [최종낙찰],홍영남,분석,149862862,75.0,87.746,87.418,-0.37180 (99.6282),6 3,2019/10/31 17:57:39,
2,6188134896,주식회사 동신정보통신,임춘섭,분석,149865690,75.0,87.747,87.42,-0.36992 (99.63008),5 13,2019/10/31 15:11:03,
3,1208128198,주식회사 포스코오앤엠,박영관,분석,149868120,75.0,87.749,87.421,-0.36831 (99.63169),8 13,2019/10/30 14:46:36,
4,1238610275,주식회사 이앤비원,이근홍,분석,149868280,75.0,87.749,87.421,-0.36820 (99.6318),11 4,2019/10/28 14:28:02,
5,1068638093,(주)엘케이시스코,이기일,분석,149869601,75.0,87.749,87.422,-0.36732 (99.63268),7 5,2019/10/31 16:16:55,
6,2068613975,세인에스앤씨(주),손은숙,분석,149881960,75.2,87.757,87.429,-0.35911 (99.64089),8 9,2019/10/30 08:59:34,
7,1138150993,주식회사 우진정보,배재중,분석,149891000,75.2,87.762,87.435,-0.35310 (99.6469),5 11,2019/10/31 16:34:18,
8,1058130768,세원전설 주식회사,최영래,분석,149892192,75.2,87.763,87.435,-0.35231 (99.64769),9 11,2019/10/30 15:22:40,
9,2188117964,(주)투윈스컴,박성하,분석,149894150,75.2,87.764,87.437,-0.35100 (99.649),5 10,2019/10/31 07:17:15,
10,1128139637,(주)씨엘에이에스,윤호중,분석,149897000,75.4,87.766,87.438,-0.34911 (99.65089),2 11,2019/11/01 08:55:16,
11,1170233690,화진정보통신,김병철,분석,149902574,75.4,87.769,87.441,-0.34540 (99.6546),6 12,2019/10/31 09:27:09,
12,2128142640,팍스코이앤아이(주),송기민,분석,149904230,75.4,87.77,87.442,-0.34430 (99.6557),13 15,2019/10/31 15:11:41,
13,1198618088,주식회사 하이넷 네트웍스,김동순,분석,149905130,75.4,87.77,87.443,-0.34371 (99.65629),1 2,2019/10/30 10:06:54,
14,1074968483,국제정보통신,조광자,분석,149907726,75.4,87.772,87.444,-0.34198 (99.65802),10 11,2019/10/28 09:46:21,
15,1138622662,퍼스트아이앤씨 주식회사,한종인,분석,149908441,75.4,87.772,87.445,-0.34150 (99.6585),4 5,2019/10/30 11:19:31,
16,2011497895,정우이앤씨,유동환,분석,149910095,75.4,87.773,87.446,-0.34040 (99.6596),1 10,2019/10/31 11:01:17,
17,2048651425,주식회사 메이사운드,심문섭,분석,149910660,75.4,87.774,87.446,-0.34003 (99.65997),4 8,2019/11/01 09:51:35,
18,1018139321,(주)세웅정보통신,장우진,분석,149911000,75.4,87.774,87.446,-0.33980 (99.6602),3 8,2019/11/01 09:17:08,
19,1058628520,(주)청명서비스,최윤영,분석,149918067,75.6,87.778,87.45,-0.33510 (99.6649),1 9,2019/10/31 13:08:04,
20,2108130492,명신정보통신(주),서철,분석,149920750,75.6,87.779,87.452,-0.33332 (99.66668),10 2,2019/10/28 15:34:48,
21,1108157338,(주)메트로컴넷,최선민,분석,149920775,75.6,87.779,87.452,-0.33330 (99.6667),2 6,2019/10/31 09:00:36,
