순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,가격점수,예가대비 투찰률(%)  A,기초대비 투찰률(%),기초대비 사정률(%)  A,추첨번호,투찰일시,비고
1,1068681756,주식회사 융창  [최종낙찰],이재진,분석,220819450,85.0,87.751,88.327,0.11097 (100.11097),7 10,2023/02/03 09:32:11,
2,2208143387,(주)글로벌텔레콤,서승현,분석,220820080,85.0,87.751,88.328,0.11126 (100.11126),6 15,2023/02/06 09:18:47,
3,1108131416,중앙하이텔 주식회사,윤석래,분석,220839220,85.2,87.759,88.335,0.11999 (100.11999),7 14,2023/02/06 08:36:50,
4,2198128106,우선이엔씨(주),김광수,분석,220842300,85.2,87.76,88.336,0.12139 (100.12139),8 7,2023/02/06 07:32:23,
5,2078149656,코리아데이타코퍼레이션(주),이기철,분석,220843000,85.2,87.761,88.337,0.12171 (100.12171),6 11,2023/02/03 15:45:32,
6,8338602377,주식회사 경인정보통신,김진병,분석,220843187,85.2,87.761,88.337,0.12180 (100.1218),9 15,2023/02/03 09:19:57,
7,1138163445,주식회사 삼도통신,이정경,분석,220869500,85.4,87.772,88.347,0.13379 (100.13379),1 12,2023/02/02 16:26:03,
8,1058645188,(주)삼구정보통신,강준재,분석,220870600,85.4,87.772,88.348,0.13429 (100.13429),7 6,2023/02/06 09:58:33,
9,1068601863,유엔넷 주식회사,김주섭,분석,220873020,85.4,87.773,88.349,0.13540 (100.1354),12 7,2023/02/02 14:24:40,
10,1138658592,위너시스텍 주식회사,조용걸,분석,220880100,85.6,87.776,88.352,0.13862 (100.13862),1 9,2023/02/03 11:08:06,
11,2148612657,주식회사 와이어블(Wiable Corp.),장석하,분석,220882490,85.6,87.777,88.352,0.13971 (100.13971),1 13,2023/02/03 09:08:55,
12,2108160017,(주)누리온정보통신,박종수,분석,220882990,85.6,87.777,88.353,0.13994 (100.13994),1 10,2023/02/06 09:13:52,
13,1148676763,유토피아정보기술(주),안종섭,분석,220907800,85.8,87.788,88.363,0.15125 (100.15125),6 5,2023/02/02 14:41:21,
14,1078731896,(주)비시텍코리아,임헌욱,분석,220909870,85.8,87.788,88.363,0.15219 (100.15219),2 5,2023/02/02 18:43:09,
15,2068184529,(주)네오티엔씨,조정현,분석,220915580,85.8,87.791,88.366,0.15480 (100.1548),13 3,2023/02/03 15:22:27,
16,1138607924,두성건설주식회사,안성병,분석,220920840,85.8,87.793,88.368,0.15719 (100.15719),11 3,2023/02/03 10:05:49,
17,1101185132,메이폴정보통신,박용진,분석,220922157,85.8,87.794,88.368,0.15780 (100.1578),4 12,2023/02/04 23:14:54,
