순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,가격점수,예가대비 투찰률(%)  A,기초대비 투찰률(%),순공사대비 사정률(%),추첨번호,투찰일시,비고
1,1198123174,주식회사 도래정보시스템  [최종낙찰],이은숙,분석,193983270,85.0,89.513,89.881,-0.4052 (99.5948),2 1,2021/04/06 09:17:53,
2,2198114499,(주)이레에너지테크,강래원,분석,193986700,85.0,89.515,89.883,-0.4035 (99.5965),10 6,2021/04/05 18:04:04,
3,4108709228,(주)실로아이앤씨,서정호,분석,193987271,85.0,89.515,89.883,-0.4032 (99.5968),13 6,2021/04/06 17:15:09,
4,2028136758,주식회사 남양계전,민강기,분석,194006630,85.0,89.525,89.892,-0.3933 (99.6067),13 6,2021/04/07 14:19:56,
5,1058684745,(주)대곤아이엔씨,이체범,분석,194007136,85.0,89.525,89.893,-0.3930 (99.607),2 9,2021/04/06 10:49:01,
6,1138636865,주식회사 정원시큐,염승호,분석,194010922,85.0,89.527,89.894,-0.3910 (99.609),2 9,2021/04/06 10:11:31,
7,1198655462,지티에스솔루션즈 주식회사,김민수,분석,194014427,85.0,89.529,89.896,-0.3892 (99.6108),6 12,2021/04/07 07:42:41,
8,1348182624,(주)이앤에스알앤디,이봉희,분석,194019300,85.0,89.531,89.898,-0.3867 (99.6133),15 4,2021/04/05 09:50:54,
9,2011497895,정우이앤씨,유동환,분석,194045145,85.0,89.544,89.91,-0.3735 (99.6265),14 4,2021/04/05 11:52:10,
10,2098134159,주식회사 피스코이엔씨,조기현,분석,194062830,85.0,89.553,89.918,-0.3644 (99.6356),11 14,2021/04/05 15:28:58,
11,1358145603,한라인포넷(주),장경민,분석,194066432,85.0,89.555,89.92,-0.3625 (99.6375),11 10,2021/04/06 23:46:23,
12,1198667352,주식회사 세종네트웍,이광원,분석,194070480,85.0,89.557,89.922,-0.3605 (99.6395),4 12,2021/04/05 10:31:54,
13,2048601134,주식회사시원에스알아이,김종훈,분석,194070660,85.0,89.557,89.922,-0.3604 (99.6396),11 9,2021/04/05 18:18:22,
14,2208726454,한국랜트로비젼(주),조병진,분석,194074223,85.0,89.559,89.924,-0.3585 (99.6415),13 12,2021/04/06 11:27:50,
15,1198164802,주식회사 비아이넷,김동균,분석,194080821,85.0,89.562,89.927,-0.3552 (99.6448),8 5,2021/04/07 09:21:17,
16,1288196628,코마정보통신(주),이경수,분석,194083767,85.0,89.564,89.928,-0.3536 (99.6464),14 6,2021/04/05 14:58:38,
17,1068127039,진명이엔씨(주),박창호,분석,194088450,85.0,89.566,89.93,-0.3512 (99.6488),7 2,2021/04/05 18:29:35,
18,2148840477,주식회사 알비에스테크,김동헌,분석,194092183,85.0,89.568,89.932,-0.3493 (99.6507),8 10,2021/04/07 06:59:55,
19,1062873386,이행정보통신공사,오흥식,분석,194094000,85.0,89.569,89.933,-0.3484 (99.6516),13 11,2021/04/06 21:37:03,
20,4208700205,주식회사 가은씨앤에스,양미영,분석,194102790,85.0,89.573,89.937,-0.3439 (99.6561),4 13,2021/04/05 14:09:00,
21,1068198683,주식회사 포인트정보,김종필,분석,194107334,85.0,89.575,89.939,-0.3415 (99.6585),10 8,2021/04/06 08:48:31,
22,1188109785,주식회사 안세기술,이용안,분석,194112000,85.0,89.578,89.941,-0.3392 (99.6608),4 11,2021/04/06 17:07:21,
23,2048124559,(주)대용와트스,남상태,분석,194115125,85.0,89.579,89.943,-0.3375 (99.6625),13 2,2021/04/06 09:25:54,
24,1078191887,(주)삼일아엔씨,채수걸,분석,194116230,85.0,89.58,89.943,-0.3370 (99.663),14 15,2021/04/05 08:44:18,
25,1018675701,주식회사 두이정보통신,정영희,분석,194123662,85.0,89.584,89.947,-0.3332 (99.6668),14 4,2021/04/05 10:44:31,
26,2208104161,대신정보기술(주),이광호,분석,194125800,85.0,89.585,89.948,-0.3321 (99.6679),1 13,2021/04/06 15:40:31,
27,1138175669,(주)용상전기통신,권혁기,분석,194135380,85.0,89.59,89.952,-0.3272 (99.6728),12 1,2021/04/07 09:11:41,
28,2158168275,천마정보통신(주),황범만,분석,194141000,85.0,89.592,89.955,-0.3243 (99.6757),13 1,2021/04/05 21:14:29,
29,2158727392,매컴정보통신(주),장병호,분석,194141610,85.0,89.593,89.955,-0.3240 (99.676),4 7,2021/04/07 09:12:28,
30,2208680918,(주)엠디엠알,이재원,분석,194151548,85.0,89.598,89.959,-0.3188 (99.6812),2 9,2021/04/05 20:08:27,
31,1198133411,주식회사 나경이엔씨,윤병유,분석,194155832,85.0,89.6,89.961,-0.3166 (99.6834),4 14,2021/04/05 16:26:21,
32,1148135087,장한전산(주),이상철,분석,194157196,85.0,89.6,89.962,-0.3159 (99.6841),9 11,2021/04/06 17:23:34,
33,2148724941,한빛시스템주식회사,윤명호,분석,194158365,85.0,89.601,89.963,-0.3153 (99.6847),7 3,2021/04/06 16:59:57,
34,8028800189,주식회사 아이앤서브,박광열,분석,194162251,85.0,89.603,89.964,-0.3134 (99.6866),3 9,2021/04/07 10:41:52,
35,1058660665,(주)일신전업,김한경,분석,194170148,85.0,89.607,89.968,-0.3093 (99.6907),12 13,2021/04/07 06:09:22,
36,5568600846,주식회사 아이콘정보통신,박종일,분석,194171415,85.0,89.608,89.969,-0.3086 (99.6914),8 6,2021/04/07 10:24:15,
37,2138627690,(주)이스텍,황복영,분석,194174430,85.0,89.609,89.97,-0.3071 (99.6929),12 5,2021/04/07 09:10:29,
38,2078155629,씨티아이앤아이(주),김덕제,분석,194176673,85.0,89.61,89.971,-0.3059 (99.6941),5 2,2021/04/06 08:02:05,
39,2078141917,합자회사 대성전업상사,권기원,분석,194187950,85.0,89.616,89.976,-0.3002 (99.6998),13 15,2021/04/05 15:10:23,
40,2208604531,주식회사 월드린시스템즈,류준열,분석,194189500,85.0,89.617,89.977,-0.2994 (99.7006),13 7,2021/04/07 11:50:33,
41,1088603552,주식회사 아이앤씨테크,전민호,분석,194191350,85.0,89.618,89.978,-0.2984 (99.7016),12 8,2021/04/06 21:07:42,
42,1018151121,주식회사 경원전력,최경택,분석,194198390,85.0,89.621,89.981,-0.2948 (99.7052),12 14,2021/04/07 07:51:56,
43,2148180640,(주)남인정보통신,김남호,분석,194200630,85.0,89.622,89.982,-0.2936 (99.7064),12 9,2021/04/06 10:04:53,
44,2041077930,라인월드정보,박선양,분석,194212055,85.0,89.628,89.987,-0.2878 (99.7122),6 8,2021/04/05 10:42:13,
45,2048189682,세왕전력(주),안성호,분석,194218940,85.0,89.631,89.991,-0.2842 (99.7158),1 11,2021/04/07 09:40:45,
46,1068188579,(주)키월드정보통신,김영범,분석,194223200,85.0,89.633,89.993,-0.2821 (99.7179),7 2,2021/04/07 08:07:41,
47,1198688435,시큐리티앤맵 주식회사,이재훈,분석,194224003,85.0,89.634,89.993,-0.2816 (99.7184),12 2,2021/04/05 16:16:10,
