순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,가격점수,예가대비 투찰률(%),기초대비 투찰률(%),기초대비 사정률(%),추첨번호,투찰일시,비고
1,2058132431,(주)삼화동력개발  [최종낙찰],정권봉,분석,77150750,85.0,87.745,87.895,0.17179 (100.17179),10 6,2015/06/09 08:57:25,
2,1198153402,고현건설(주),이화선,분석,77151000,85.0,87.746,87.896,0.17211 (100.17211),12 15,2015/06/08 09:29:00,
3,1138611281,(주)가드텍,유인숙,분석,77151525,85.0,87.746,87.896,0.17280 (100.1728),7 8,2015/06/09 11:37:57,
4,1098169853,(주)구남텍,김진용,분석,77151834,85.0,87.747,87.896,0.17320 (100.1732),3 14,2015/06/05 10:56:20,
5,1288141176,주식회사 와이씨스템,장영찬,분석,77152400,85.0,87.747,87.897,0.17393 (100.17393),15 10,2015/06/10 09:30:29,
6,2128153400,일렉파워(주),김성호,분석,77153100,85.0,87.748,87.898,0.17484 (100.17484),15 11,2015/06/08 13:01:06,
7,2118716291,(주)유토닉스,박찬호,분석,77153373,85.0,87.748,87.898,0.17519 (100.17519),2 13,2015/06/10 09:50:29,
8,2208869047,양지전기 주식회사,박승연,분석,77154300,85.0,87.749,87.899,0.17640 (100.1764),9 14,2015/06/09 09:22:15,
9,1298141752,에이플시스템즈(주),윤진경,분석,77154337,85.0,87.749,87.899,0.17645 (100.17645),14 2,2015/06/09 09:43:04,
10,2048188039,(주)한빛대일이엔씨,김경수,분석,77155715,85.0,87.751,87.901,0.17824 (100.17824),2 3,2015/06/10 09:19:18,
11,2118603519,서울전자통신(주),이명규,분석,77157994,85.0,87.754,87.903,0.18119 (100.18119),6 11,2015/06/09 08:49:07,
12,2208151999,현대통신(주),이건구,분석,77158435,85.0,87.754,87.904,0.18177 (100.18177),2 11,2015/06/04 08:43:59,
13,2068184529,(주)네오티엔씨,조정현,분석,77158450,85.0,87.754,87.904,0.18179 (100.18179),8 9,2015/06/09 10:36:49,
14,2148612657,한국전파기지국주식회사,장석하,분석,77159127,85.2,87.755,87.905,0.18267 (100.18267),2 5,2015/06/09 08:36:21,
15,1288147108,주식회사 씨앤씨전력,정행엽,분석,77160000,85.2,87.756,87.906,0.18380 (100.1838),7 13,2015/06/08 13:26:13,
16,2128169519,세진시스콤주식회사,박수환,분석,77161070,85.2,87.757,87.907,0.18519 (100.18519),5 7,2015/06/10 08:57:29,
17,1078127876,동하시티개발주식회사,윤종사,분석,77161510,85.2,87.758,87.907,0.18576 (100.18576),11 6,2015/06/07 15:35:41,
17,2018603701,소성정보기술 (주),김금남,분석,77161510,85.2,87.758,87.907,0.18576 (100.18576),3 14,2015/06/10 08:43:49,
19,2068179365,(주)디노시스,성태동,분석,77162070,85.2,87.758,87.908,0.18649 (100.18649),1 9,2015/06/08 17:21:42,
20,1088179135,주왕전기통신(주),장진섭,분석,77162138,85.2,87.758,87.908,0.18658 (100.18658),1 15,2015/06/09 14:53:16,
21,1198664210,하하정보통신 주식회사,송정식,분석,77165500,85.2,87.762,87.912,0.19094 (100.19094),15 8,2015/06/03 15:12:04,
22,2078130685,(주)다성이앤씨,김현권,분석,77166150,85.2,87.763,87.913,0.19178 (100.19178),2 11,2015/06/10 09:21:14,
23,2188109765,(주)웨이브컴,채인석,분석,77166200,85.2,87.763,87.913,0.19185 (100.19185),1 11,2015/06/09 14:57:20,
24,1074869108,부성엔지니어링,오부근,분석,77168932,85.4,87.766,87.916,0.19540 (100.1954),12 4,2015/06/03 11:03:39,
25,1278129000,새길정보통신(주),최원길,분석,77169770,85.4,87.767,87.917,0.19648 (100.19648),11 14,2015/06/09 15:00:22,
26,1068660843,(주)세중미디어텍,김용욱,분석,77172320,85.4,87.77,87.92,0.19980 (100.1998),11 10,2015/06/09 07:54:42,
27,2098119707,(주)맥스미디어,신동식,분석,77172745,85.4,87.77,87.92,0.20035 (100.20035),2 11,2015/06/10 09:30:25,
28,1128148285,(주)백제이앤씨,손흥도,분석,77173860,85.4,87.772,87.922,0.20179 (100.20179),13 7,2015/06/08 07:16:03,
29,2078149729,주식회사 지앤에스기술,문창수,분석,77175941,85.4,87.774,87.924,0.20450 (100.2045),2 6,2015/06/10 08:59:44,
30,2148883836,주식회사 포엠넷,전영진,분석,77178636,85.6,87.777,87.927,0.20800 (100.208),7 8,2015/06/03 13:13:18,
31,1068157019,(주)세호영상,박석신,분석,77179000,85.6,87.777,87.927,0.20847 (100.20847),3 14,2015/06/09 10:12:38,
32,2128140491,(주)벧엘정보통신,채수진,분석,77181560,85.6,87.78,87.93,0.21179 (100.21179),8 15,2015/06/08 22:50:31,
