순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,가격점수,예가대비 투찰률(%)  A,기초대비 투찰률(%),기초대비 사정률(%)  A,추첨번호,투찰일시,비고
1,1348199372,(주)유피에스정보통신,한봉수,분석,164586326.0,85.0,87.745,88.052,0.02199 (100.02199),11 1,2023/05/26 08:24:47,
2,2208163442,두우정보통신(주),김진수,분석,164587242.0,85.0,87.746,88.053,0.02255 (100.02255),12 1,2023/05/30 00:52:04,
3,1098628406,주식회사 삼성티엔지,염상훈,분석,164589240.0,85.0,87.747,88.054,0.02377 (100.02377),8 15,2023/05/25 16:02:20,
4,1298800745,주식회사 동성아이텍,이정원,분석,164591420.0,85.0,87.748,88.055,0.02510 (100.0251),2 9,2023/05/26 17:16:06,
5,1088153848,(주)신지전설,황경옥,분석,164592642.0,85.0,87.749,88.056,0.02585 (100.02585),2 12,2023/05/30 09:02:59,
6,1058704087,(주)성운티에스피,이지현,분석,164594527.0,85.0,87.75,88.057,0.02700 (100.027),13 6,2023/05/26 10:46:22,
7,1358127809,주식회사 삼보엔지니어링,심규일,분석,164596823.0,85.0,87.751,88.058,0.02840 (100.0284),8 9,2023/05/26 08:38:19,
8,1388183760,주식회사 이지트래픽,한승춘,분석,164597400.0,85.0,87.751,88.058,0.02875 (100.02875),2 4,2023/05/30 09:03:14,
9,1268148208,(주)삼일통신,이애정,분석,164599200.0,85.0,87.752,88.059,0.02984 (100.02984),13 12,2023/05/25 13:47:20,
10,8188700815,주식회사 엔택,최기정,분석,164599250.0,85.0,87.752,88.059,0.02987 (100.02987),10 8,2023/05/25 16:28:12,
11,1288112477,벨코리아(주),함정기,분석,164599259.0,85.0,87.752,88.059,0.02988 (100.02988),10 2,2023/05/25 10:05:47,
12,4098173825,(주)에버비젼,조광종,분석,164601743.0,85.0,87.754,88.06,0.03139 (100.03139),15 9,2023/05/27 13:09:22,
13,2108122973,인터컴넷(주),양지호,분석,164601908.0,85.0,87.754,88.061,0.03150 (100.0315),10 12,2023/05/25 10:26:54,
14,1208194567,아산정보통신(주),홍수길,분석,164603860.0,85.2,87.755,88.062,0.03269 (100.03269),11 4,2023/05/26 13:24:09,
15,1328127891,(주)엔오에스,허도욱,분석,164604500.0,85.2,87.755,88.062,0.03308 (100.03308),13 11,2023/05/26 16:48:03,
16,2128166604,주식회사 은혜정보통신,박병준,분석,164608580.0,85.2,87.757,88.064,0.03556 (100.03556),1 2,2023/05/25 10:11:15,
17,7288101431,주식회사 오티티이앤씨,봉복수,분석,164609289.0,85.2,87.758,88.064,0.03600 (100.036),6 12,2023/05/30 08:07:16,
18,1248734388,주식회사 주빅스,정계명,분석,164609822.0,85.2,87.758,88.065,0.03632 (100.03632),1 10,2023/05/25 10:21:45,
19,1248171644,(주)대웅텔레콤,서성원,분석,164611644.0,85.2,87.759,88.066,0.03743 (100.03743),6 7,2023/05/29 11:34:08,
20,1068616518,(주)애니씨앤에스,이일규,분석,164613880.0,85.2,87.76,88.067,0.03879 (100.03879),8 14,2023/05/26 09:50:58,
21,1068619586,엠앨캐스트주식회사,김철호,분석,164616272.0,85.2,87.762,88.068,0.04025 (100.04025),10 8,2023/05/30 09:38:32,
22,1198655462,지티에스솔루션즈 주식회사,김민수,분석,164617100.0,85.2,87.762,88.069,0.04076 (100.04076),12 10,2023/05/30 09:17:16,
23,1348120104,(주)씨월드정보기술,남형연,분석,164618104.0,85.2,87.763,88.069,0.04137 (100.04137),10 14,2023/05/26 17:19:35,
24,1018639665,(주)한양인프라넷,김주호,분석,164619130.0,85.2,87.763,88.07,0.04200 (100.042),14 2,2023/05/26 14:36:16,
25,1358632705,주식회사 신일전기통신공사,이은숙,분석,164619293.0,85.2,87.763,88.07,0.04210 (100.0421),5 4,2023/05/30 08:12:29,
26,1408161982,주식회사 지우네트웍스,차경순,분석,164620130.0,85.2,87.764,88.07,0.04261 (100.04261),3 12,2023/05/25 10:45:25,
27,2298109203,(주)테스콤엔지니어링,박영복,분석,164620900.0,85.2,87.764,88.071,0.04308 (100.04308),8 11,2023/05/26 16:59:06,
28,2148724941,한빛시스템주식회사,윤명호,분석,164622901.0,85.4,87.765,88.072,0.04430 (100.0443),12 7,2023/05/26 10:19:26,
29,1248753745,주식회사 진보,유정미,분석,164623246.0,85.4,87.765,88.072,0.04451 (100.04451),10 2,2023/05/30 08:41:26,
30,3868100640,주식회사 제이앤테크놀로지스,김장희,분석,164625700.0,85.4,87.767,88.073,0.04600 (100.046),4 8,2023/05/26 11:16:52,
31,1198153402,고현건설(주),이화선,분석,164628340.0,85.4,87.768,88.075,0.04761 (100.04761),8 4,2023/05/25 16:23:39,
32,2308109917,주식회사 인곡엔지니어링,김성식,분석,164628805.0,85.4,87.768,88.075,0.04789 (100.04789),11 9,2023/05/25 18:03:30,
33,3788801841,주식회사 에이아이네트웍,김은형,분석,164628970.0,85.4,87.768,88.075,0.04800 (100.048),7 11,2023/05/29 21:08:32,
34,2118749225,주식회사 비트엔,한윤석,분석,164629740.0,85.4,87.769,88.075,0.04847 (100.04847),3 1,2023/05/30 08:36:45,
35,1238170977,(주)윈윈텔레콤,정승훈,분석,164630168.0,85.4,87.769,88.076,0.04873 (100.04873),11 5,2023/05/25 10:18:04,
36,2118716291,(주)유토닉스,박찬호,분석,164631700.0,85.4,87.77,88.076,0.04966 (100.04966),10 7,2023/05/25 13:38:53,
