순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,가격점수,예가대비 투찰률(%),기초대비 투찰률(%),기초대비 사정률(%),추첨번호,투찰일시,비고
1,4028141375,주식회사 이레유비크  [최종낙찰],박임철,분석,324565866,65.0,86.747,86.599,-0.16800 (99.832),6 3,2018/11/13 08:21:35,
2,2178122426,(주)웨이브원,윤달호,분석,324571067,65.0,86.748,86.6,-0.16641 (99.83359),13 4,2018/11/08 11:43:53,
3,7888800054,주식회사 동서티앤씨,이병학,분석,324573020,65.0,86.749,86.601,-0.16580 (99.8342),7 2,2018/11/09 17:23:18,
4,5138189849,주식회사 엘에스케이네트워크,이상근,분석,324580550,65.0,86.751,86.603,-0.16349 (99.83651),10 9,2018/11/12 09:16:36,
5,2208106252,(주)중선아이티씨,김방희,분석,324593825,65.0,86.754,86.606,-0.15941 (99.84059),9 4,2018/11/13 08:46:22,
6,1108194750,주식회사 씨큐넷,전지윤,분석,324595516,65.04,86.755,86.607,-0.15888 (99.84112),12 13,2018/11/13 08:56:44,
7,2108160017,(주)누리온정보통신,박종수,분석,324600320,65.04,86.756,86.608,-0.15741 (99.84259),8 9,2018/11/09 14:47:38,
8,1098160298,인터아이코리아(주),장민수,분석,324603900,65.04,86.757,86.609,-0.15631 (99.84369),11 10,2018/11/07 09:23:09,
9,1208147588,서현정보통신(주),배상만,분석,324611140,65.04,86.759,86.611,-0.15408 (99.84592),5 9,2018/11/10 16:28:09,
10,2158197601,(주)알파시큐넷,최창식,분석,324617000,65.04,86.761,86.612,-0.15228 (99.84772),11 13,2018/11/09 14:32:21,
11,2148667152,주식회사 어니언소프트웨어,조창희,분석,324621190,65.04,86.762,86.614,-0.15099 (99.84901),4 1,2018/11/06 13:17:47,
12,1338113707,(주)대보통신,염영숙,분석,324624400,65.04,86.763,86.614,-0.15000 (99.85),6 3,2018/11/12 14:13:40,
13,1078677070,씨지에스아이티(주),최규식,분석,324625700,65.04,86.763,86.615,-0.14960 (99.8504),8 15,2018/11/13 09:39:43,
14,4318600057,주식회사 엘제이텍,임재우,분석,324625990,65.04,86.763,86.615,-0.14951 (99.85049),15 11,2018/11/09 09:12:38,
15,2068613975,세인에스앤씨(주),손은숙,분석,324627312,65.04,86.763,86.615,-0.14910 (99.8509),4 5,2018/11/11 21:37:00,
16,2298134599,(주)시에나텔레콤,임종태,분석,324653460,65.08,86.77,86.622,-0.14106 (99.85894),3 8,2018/11/12 09:54:11,
17,2208658565,주식회사 주인정보시스템,김근호,분석,324664700,65.08,86.773,86.625,-0.13760 (99.8624),14 9,2018/11/09 09:02:23,
18,1068602542,주식회사 유셀네트웍스,김구동,분석,324667299,65.08,86.774,86.626,-0.13681 (99.86319),8 5,2018/11/12 10:14:02,
19,1118124994,오리엔트주식회사,이경미,분석,324674000,65.12,86.776,86.628,-0.13474 (99.86526),4 9,2018/11/12 10:04:23,
20,2148123348,성제전기(주),김팔성,분석,324681704,65.12,86.778,86.63,-0.13237 (99.86763),8 15,2018/11/13 09:14:48,
21,2208104161,대신정보기술(주),김형섭,분석,324696800,65.12,86.782,86.634,-0.12773 (99.87227),13 9,2018/11/12 14:45:38,
22,1170233690,화진정보통신,김병철,분석,324706310,65.12,86.784,86.636,-0.12481 (99.87519),14 7,2018/11/12 08:57:50,
23,2068157319,주식회사 에스엘정보통신,채용석,분석,324728129,65.16,86.79,86.642,-0.11810 (99.8819),7 3,2018/11/12 10:23:25,
24,2158687767,(주)에스앤디비즈,정성호,분석,324733000,65.16,86.792,86.643,-0.11660 (99.8834),11 6,2018/11/06 10:26:31,
25,1188114949,이주씨스템(주),이복균,분석,324735966,65.16,86.792,86.644,-0.11568 (99.88432),13 1,2018/11/13 09:00:52,
26,1198175027,(주)케이웍스,김영주,분석,324738830,65.16,86.793,86.645,-0.11480 (99.8852),15 8,2018/11/12 09:21:11,
27,2068606585,(주)상지일렉스,정원상,분석,324738840,65.16,86.793,86.645,-0.11480 (99.8852),11 8,2018/11/11 23:50:49,
28,2028136758,주식회사 남양계전,민강기,분석,324740452,65.16,86.794,86.645,-0.11430 (99.8857),14 5,2018/11/13 09:35:52,
29,1138640850,주식회사 우솔네트웍스,유상열,분석,324743360,65.16,86.794,86.646,-0.11341 (99.88659),12 10,2018/11/10 13:02:29,
30,6318800044,화인씨엔이 주식회사,김영심,분석,324760875,65.2,86.799,86.651,-0.10802 (99.89198),11 12,2018/11/07 14:16:28,
31,1098153822,서울텔엔지니어링(주),정영철,분석,324771340,65.2,86.802,86.654,-0.10480 (99.8952),4 2,2018/11/12 15:52:52,
32,2118698428,테크노빌리지 주식회사,유인목,분석,324780115,65.2,86.804,86.656,-0.10210 (99.8979),3 5,2018/11/12 15:04:11,
33,1078616772,노드링크주식회사,장용철,분석,324792469,65.24,86.807,86.659,-0.09830 (99.9017),1 12,2018/11/07 09:55:59,
34,1208194567,아산정보통신(주),홍수길,분석,324795639,65.24,86.808,86.66,-0.09733 (99.90267),4 14,2018/11/12 15:06:54,
35,1198605337,(주)신한이엔아이,유순자,분석,324803850,65.24,86.81,86.662,-0.09480 (99.9052),5 3,2018/11/12 09:46:11,
36,1098162433,광명정보통신(주),김형준,분석,324811900,65.24,86.813,86.664,-0.09233 (99.90767),5 15,2018/11/09 10:26:32,
37,8128800740,주식회사 대일시스템,이승일,분석,324828983,65.28,86.817,86.669,-0.08707 (99.91293),7 14,2018/11/07 11:06:05,
38,2148669602,(주)우호텔레콤,이강록,분석,324833300,65.28,86.818,86.67,-0.08575 (99.91425),14 8,2018/11/12 14:01:18,
39,1138190302,(주)우리젠,고상원,분석,324835770,65.28,86.819,86.671,-0.08499 (99.91501),15 5,2018/11/07 08:59:26,
40,1188117437,탑인더스트리(주),이정임,분석,324836360,65.28,86.819,86.671,-0.08480 (99.9152),13 1,2018/11/12 08:51:36,
41,1058683498,주식회사 일동전력,오정미,분석,324836530,65.28,86.819,86.671,-0.08475 (99.91525),5 2,2018/11/13 07:44:33,
42,1148137654,(주)미동이엔씨,이병복,분석,324841200,65.28,86.82,86.672,-0.08332 (99.91668),14 5,2018/11/13 08:59:53,
