순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,가격점수,예가대비 투찰률(%)  A,기초대비 투찰률(%),기초대비 사정률(%)  A,추첨번호,투찰일시,비고
1,2148134127,(주)대경텔레콤,오병도,분석,180591180.0,85.0,87.745,87.723,-0.27821 (99.72179),2 3,2023/10/17 09:14:38,
2,1018151140,(주)사운드솔루션,이홍,분석,180598490.0,85.0,87.749,87.727,-0.27416 (99.72584),11 1,2023/10/17 13:40:08,
3,3188601020,주식회사 프레이,조성준,분석,180599890.0,85.0,87.75,87.728,-0.27338 (99.72662),11 3,2023/10/18 09:19:53,
4,1068128718,서광통신 주식회사,최경석,분석,180600396.0,85.0,87.75,87.728,-0.27310 (99.7269),6 7,2023/10/17 12:17:52,
5,2158687767,(주)에스앤디비즈,정성호,분석,180602000.0,85.0,87.751,87.729,-0.27222 (99.72778),7 6,2023/10/16 13:09:30,
6,1068136902,대일전기산업(주),임태원,분석,180603810.0,85.0,87.752,87.73,-0.27121 (99.72879),5 3,2023/10/17 15:23:32,
7,2098124011,(주)주암전기통신,정한석,분석,180607983.0,85.0,87.754,87.732,-0.26890 (99.7311),1 3,2023/10/16 10:01:57,
8,1068147942,태양이엠씨(주),선오규,분석,180611080.0,85.2,87.755,87.733,-0.26719 (99.73281),2 3,2023/10/17 16:56:26,
9,1128148359,(주)펜타콤씨엔씨,최상록,분석,180612825.0,85.2,87.756,87.734,-0.26622 (99.73378),5 9,2023/10/18 09:02:05,
10,2158133077,오티씨 주식회사,김희언,분석,180622899.0,85.2,87.761,87.739,-0.26065 (99.73935),6 7,2023/10/16 10:12:57,
11,1138622662,퍼스트아이앤씨 주식회사,박상호,분석,180623700.0,85.2,87.762,87.739,-0.26020 (99.7398),3 8,2023/10/17 11:30:37,
12,5178101428,주식회사 율이앤씨,전형숙,분석,180626093.0,85.2,87.763,87.74,-0.25888 (99.74112),10 5,2023/10/17 09:33:36,
13,2108160017,(주)누리온정보통신,박종수,분석,180628610.0,85.2,87.764,87.742,-0.25749 (99.74251),10 11,2023/10/17 09:05:53,
14,2188106400,한양전자산업(주),최병훈,분석,180629117.0,85.2,87.764,87.742,-0.25720 (99.7428),7 10,2023/10/17 08:53:59,
15,2088115241,한애전자(주),최용경,분석,180630920.0,85.4,87.765,87.743,-0.25621 (99.74379),3 14,2023/10/16 11:46:46,
16,2158726791,(주)21세기정보기술,송채현,분석,180632729.0,85.4,87.766,87.744,-0.25521 (99.74479),9 15,2023/10/17 17:32:01,
17,6188134896,주식회사 동신정보통신,임춘섭,분석,180634489.0,85.4,87.767,87.744,-0.25423 (99.74577),4 15,2023/10/17 09:33:57,
18,6838602199,주식회사 더시스,이남복,분석,180636380.0,85.4,87.768,87.745,-0.25318 (99.74682),13 6,2023/10/17 12:36:12,
19,1058773833,시큐솔루션 주식회사,남병창,분석,180638800.0,85.4,87.769,87.747,-0.25184 (99.74816),4 1,2023/10/18 09:01:14,
20,2188117964,(주)투윈스컴,박성하,분석,180641371.0,85.4,87.77,87.748,-0.25042 (99.74958),12 7,2023/10/17 15:45:27,
21,2118691935,(주)유니온커뮤니티,신요식,분석,180644783.0,85.4,87.772,87.75,-0.24853 (99.75147),8 13,2023/10/17 13:23:13,
22,1168173694,(주)지엠에스인터내셔날,김형준,분석,180648440.0,85.4,87.774,87.751,-0.24651 (99.75349),4 12,2023/10/16 16:26:38,
22,2117299696,성원전자통신,성기신,분석,180648440.0,85.4,87.774,87.751,-0.24651 (99.75349),8 5,2023/10/16 22:05:50,
24,1118128082,(주)디투엔지니어링,김낙경,분석,180649530.0,85.4,87.774,87.752,-0.24590 (99.7541),2 4,2023/10/18 08:35:22,
25,1078711298,청우기전주식회사,오병호,분석,180655413.0,85.6,87.777,87.755,-0.24265 (99.75735),10 5,2023/10/17 17:27:43,
26,8878700825,주식회사 수인정보통신,김옥환,분석,180660650.0,85.6,87.78,87.757,-0.23975 (99.76025),11 4,2023/10/17 22:00:03,
27,1428168147,주식회사 다옴건설,이창석,분석,180664700.0,85.6,87.782,87.759,-0.23751 (99.76249),6 14,2023/10/17 12:26:59,
28,1058746506,(주)파워일렉,이정림,분석,180666130.0,85.6,87.783,87.76,-0.23671 (99.76329),14 9,2023/10/17 11:32:39,
29,2158159534,하이텍앤솔 주식회사,정구천,분석,180668150.0,85.6,87.784,87.761,-0.23560 (99.7644),6 10,2023/10/17 10:42:36,
30,1098167078,(주)에스씨네트,이계영,분석,180668850.0,85.6,87.784,87.761,-0.23521 (99.76479),5 2,2023/10/16 10:27:18,
31,2068120414,(주)일광기업,오도진,분석,180676895.0,85.8,87.788,87.765,-0.23075 (99.76925),6 1,2023/10/17 08:46:24,
32,2048187419,(주)디지털우민,문장석,분석,180677170.0,85.8,87.788,87.765,-0.23060 (99.7694),11 9,2023/10/17 11:56:19,
33,1188109975,(주)부광네트워크,박경진,분석,180677300.0,85.8,87.788,87.765,-0.23053 (99.76947),11 3,2023/10/17 13:22:17,
34,2178125840,(주)에이디엠,정채옥,분석,180684932.0,85.8,87.792,87.769,-0.22631 (99.77369),10 3,2023/10/17 11:47:04,
35,6318800044,화인씨엔이 주식회사,김영심,분석,180685835.0,85.8,87.792,87.769,-0.22581 (99.77419),11 9,2023/10/16 12:58:37,
36,1198646212,주식회사 에프에스네트웍스,이화수,분석,180692740.0,86.0,87.796,87.773,-0.22198 (99.77802),2 14,2023/10/17 10:50:09,
37,1578700724,주식회사 자비스넷,박주영,분석,180697580.0,86.0,87.798,87.775,-0.21930 (99.7807),10 14,2023/10/16 10:05:07,
38,3148189882,주식회사 제이케이씨엔에스,이동호,분석,180700110.0,86.0,87.799,87.776,-0.21790 (99.7821),4 2,2023/10/17 10:11:31,
39,2178601498,주식회사 엔키텍,원영춘,분석,180700400.0,86.0,87.8,87.777,-0.21774 (99.78226),6 3,2023/10/16 14:13:57,
40,1078749469,주식회사 에이엠네트웍스,서정희,분석,180701010.0,86.0,87.8,87.777,-0.21740 (99.7826),14 10,2023/10/17 09:52:35,
41,2108122823,우영정보통신(주),황태하,분석,180703900.0,86.0,87.801,87.778,-0.21580 (99.7842),10 2,2023/10/17 11:47:52,
42,2078149729,주식회사 지앤에스기술,문창수,분석,180704261.0,86.0,87.802,87.778,-0.21560 (99.7844),11 15,2023/10/16 10:19:51,
43,1198174315,주식회사 다솜이엔씨,송인주,분석,180706440.0,86.0,87.803,87.779,-0.21440 (99.7856),8 6,2023/10/16 10:05:08,
44,2068606891,수미디어통신 주식회사,하학수,분석,180708240.0,86.0,87.803,87.78,-0.21340 (99.7866),4 14,2023/10/16 10:09:39,
45,2018162836,(주)선전력시스템,임철학,분석,180715400.0,86.2,87.807,87.784,-0.20944 (99.79056),7 11,2023/10/17 01:05:18,
46,2148770450,주식회사 아리시스,이대섭,분석,180717085.0,86.2,87.808,87.785,-0.20851 (99.79149),11 9,2023/10/16 18:40:31,
47,2158669639,(주)한정원,이수환,분석,180728830.0,86.2,87.814,87.79,-0.20200 (99.798),7 4,2023/10/17 14:14:38,
48,1138636865,주식회사 정원시큐,염승호,분석,180730342.0,86.2,87.814,87.791,-0.20117 (99.79883),12 5,2023/10/17 11:55:01,
49,1068194620,(주)합동전자산업,정호원,분석,180732070.0,86.4,87.815,87.792,-0.20021 (99.79979),15 12,2023/10/17 14:43:29,
50,1208147588,서현정보통신(주),배상만,분석,180734968.0,86.4,87.817,87.793,-0.19861 (99.80139),11 1,2023/10/17 17:58:28,
51,2048189682,세왕전력(주),안성호,분석,180737425.0,86.4,87.818,87.795,-0.19724 (99.80276),8 11,2023/10/18 09:51:40,
52,1138679165,주식회사 드림아이시스템,유원준,분석,180746240.0,86.4,87.822,87.799,-0.19236 (99.80764),9 14,2023/10/17 09:46:23,
53,1068180219,(주)네트웍리더,권철영,분석,180746348.0,86.4,87.822,87.799,-0.19231 (99.80769),14 9,2023/10/16 15:09:03,
54,1088195004,(주)한양케이앤이,김홍인,분석,180748516.0,86.4,87.823,87.8,-0.19110 (99.8089),12 4,2023/10/17 13:29:30,
55,1128118909,(주)한일종합산업,박응석,분석,180762790.0,86.6,87.831,87.807,-0.18320 (99.8168),5 6,2023/10/16 11:13:56,
56,1198642201,주식회사 한일이앤씨,황유경,분석,180764719.0,86.6,87.832,87.808,-0.18213 (99.81787),15 2,2023/10/17 11:20:27,
