순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,가격점수,예가대비 투찰률(%)  A,기초대비 투찰률(%),기초대비 사정률(%)  A,추첨번호,투찰일시,비고
1,1148137654,(주)미동이엔씨  [최종낙찰],이병복,분석,5287301082,45.0,85.495,86.75,0.33360 (100.3336),7 9,2023/08/30 17:06:56,
2,2148842024,주식회사 에이번,김지윤,분석,5287405000,45.0,85.497,86.752,0.33559 (100.33559),13 2,2023/08/29 16:16:39,
3,2168701696,주식회사 투비콤,유수정,분석,5287504300,45.0,85.499,86.754,0.33749 (100.33749),2 9,2023/08/30 19:39:37,
4,1168137494,대아티아이 주식회사,이일수,분석,5287516200,45.0,85.499,86.754,0.33772 (100.33772),9 3,2023/08/30 17:49:28,
5,2018145685,동부건설 주식회사,윤진오,분석,5287828000,45.02,85.505,86.759,0.34371 (100.34371),2 3,2023/08/31 09:09:51,
6,2048197353,(주)제이피파워정보통신,정재구,분석,5287829980,45.02,85.505,86.759,0.34375 (100.34375),5 13,2023/08/29 17:08:10,
7,1198603630,유에프엠시스템즈 주식회사,김교중,분석,5287889898,45.02,85.506,86.76,0.34490 (100.3449),11 6,2023/08/31 07:49:16,
8,1328614275,주식회사 혜림산업,유은진,분석,5287994110,45.02,85.507,86.762,0.34689 (100.34689),2 10,2023/08/30 17:53:22,
9,2138702304,혜윰이엔씨 주식회사,윤한봉,분석,5288275493,45.02,85.512,86.766,0.35229 (100.35229),13 11,2023/08/31 09:33:04,
10,2068183592,(주)신광티앤이,이일환,분석,5288494345,45.04,85.516,86.77,0.35650 (100.3565),11 5,2023/08/29 15:47:01,
11,2048161869,(주)근영이엔씨,이성영,분석,5288567300,45.04,85.517,86.771,0.35790 (100.3579),9 3,2023/08/29 09:58:34,
12,5158118409,(주)한샘정보통신,권영석,분석,5288669999,45.04,85.519,86.773,0.35987 (100.35987),14 4,2023/08/28 18:52:58,
13,3158134191,우진산업개발(주),김상동,분석,5288951460,45.04,85.524,86.777,0.36527 (100.36527),5 1,2023/08/30 12:56:38,
14,2268123109,(주) 화성,최종두,분석,5289005000,45.06,85.525,86.778,0.36630 (100.3663),1 7,2023/08/30 17:20:20,
15,4168109772,주식회사 국민,윤풍식,분석,5289187380,45.06,85.528,86.781,0.36980 (100.3698),14 1,2023/08/30 08:47:32,
16,4168144274,주식회사 세오,이형각,분석,5289395900,45.06,85.532,86.785,0.37380 (100.3738),11 15,2023/08/29 11:29:29,
17,1188113673,동해정보통신 주식회사,이창원,분석,5289447915,45.06,85.533,86.786,0.37480 (100.3748),5 8,2023/08/30 17:31:38,
18,3108113681,에이엠테크주식회사,노병훈,분석,5289579226,45.08,85.535,86.788,0.37732 (100.37732),3 6,2023/08/31 09:34:20,
19,1088154468,(주)이젠정보통신,이동필,분석,5289588600,45.08,85.535,86.788,0.37749 (100.37749),5 9,2023/08/30 20:45:00,
20,2018120549,(주)신세계아이앤씨,형태준,분석,5289734600,45.08,85.538,86.79,0.38030 (100.3803),6 12,2023/08/30 10:28:21,
21,2618117745,주식회사 알엔알,석민철,분석,5290130520,45.1,85.545,86.797,0.38789 (100.38789),9 15,2023/08/30 10:54:15,
22,1348120104,(주)씨월드정보기술,남형연,분석,5290405198,45.1,85.55,86.801,0.39317 (100.39317),10 4,2023/08/30 17:00:23,
23,1068656301,주식회사 티제이원,최정국,분석,5290469877,45.1,85.551,86.802,0.39441 (100.39441),8 10,2023/08/28 16:35:07,
24,4038132904,주식회사 홍석,송진호,분석,5290526000,45.1,85.552,86.803,0.39548 (100.39548),8 5,2023/08/28 13:48:10,
25,2158603049,유니넷텍(주),김한호,분석,5290833980,45.12,85.557,86.808,0.40140 (100.4014),12 15,2023/08/29 20:32:55,
26,1328127945,부민통신 주식회사,박창욱,분석,5290896505,45.12,85.558,86.809,0.40260 (100.4026),12 11,2023/08/29 10:35:36,
27,2298139274,(주)영풍전력설비,심문수,분석,5290941890,45.12,85.559,86.81,0.40347 (100.40347),11 2,2023/08/30 14:06:19,
28,5048604803,(주)한영정보통신,손진영,분석,5291151833,45.12,85.563,86.814,0.40750 (100.4075),8 3,2023/08/30 16:28:26,
29,1078197386,(주)아리네트웍스,성동식,분석,5291308155,45.14,85.565,86.816,0.41050 (100.4105),5 12,2023/08/29 09:41:18,
30,1108131416,중앙하이텔 주식회사,윤석래,분석,5291365480,45.14,85.566,86.817,0.41160 (100.4116),5 8,2023/08/30 09:37:25,
31,1018211295,사단법인 한국장애인이워크협회,조무호,분석,5291542700,45.14,85.57,86.82,0.41500 (100.415),3 2,2023/08/28 15:52:46,
32,1248625392,(주)파워텔레콤,조호연,분석,5291594750,45.14,85.571,86.821,0.41600 (100.416),11 4,2023/08/30 10:07:09,
33,1138185890,(주)두손씨에스티,최수경,분석,5291633870,45.14,85.571,86.821,0.41675 (100.41675),12 5,2023/08/31 09:18:23,
34,1418128934,에스유앤텔레콤주식회사,안경자,분석,5291673300,45.14,85.572,86.822,0.41750 (100.4175),14 9,2023/08/25 14:58:36,
35,1088166469,주식회사 베스트디지탈,최병진,분석,5291686900,45.14,85.572,86.822,0.41776 (100.41776),15 7,2023/08/29 09:51:28,
36,1018138303,주식회사 비엘에스,안홍서,분석,5291698962,45.14,85.572,86.823,0.41800 (100.418),12 9,2023/08/31 09:09:11,
37,3058123509,중앙통신 주식회사,한의동,분석,5292131456,45.16,85.58,86.83,0.42630 (100.4263),2 3,2023/08/29 10:17:27,
38,1138132447,태진정보통신(주),정태수,분석,5292183562,45.16,85.581,86.83,0.42730 (100.4273),12 6,2023/08/31 09:39:02,
39,1348139151,성우정보통신(주),장병호,분석,5292315140,45.16,85.583,86.833,0.42982 (100.42982),3 8,2023/08/30 13:58:36,
40,5028115764,(합)삼우전자통신,박래석,분석,5292389300,45.16,85.584,86.834,0.43124 (100.43124),6 10,2023/08/31 09:03:11,
41,3148142645,주식회사 이스젠,이윤행,분석,5292668163,45.18,85.589,86.838,0.43660 (100.4366),11 12,2023/08/31 09:34:25,
42,1218136672,더원네트웍스(주),신의숙,분석,5292835820,45.18,85.592,86.841,0.43981 (100.43981),8 9,2023/08/31 08:55:13,
43,4098125319,(주)제이엔테크,김균,분석,5292918280,45.18,85.594,86.843,0.44140 (100.4414),11 5,2023/08/30 13:50:40,
44,2128145574,콤시스(주),서경환,분석,5293303880,45.2,85.6,86.849,0.44880 (100.4488),6 14,2023/08/29 16:46:23,
45,2148647194,투앤원정보통신주식회사,서승호,분석,5293428934,45.2,85.603,86.851,0.45120 (100.4512),12 5,2023/08/28 14:33:03,
46,2078136393,삼언전공 주식회사,공석복,분석,5293579980,45.22,85.605,86.853,0.45409 (100.45409),9 11,2023/08/31 09:43:37,
47,5138100034,주식회사 엠젠솔루션,조상환,분석,5293783000,45.22,85.609,86.857,0.45799 (100.45799),8 3,2023/08/28 14:12:58,
48,1238195565,(주)지엔텔,이맹희,분석,5293832500,45.22,85.61,86.858,0.45894 (100.45894),11 2,2023/08/31 09:33:49,
49,1178152009,동아신호 주식회사,최종수,분석,5293955000,45.22,85.612,86.86,0.46129 (100.46129),9 13,2023/08/30 15:15:25,
50,1358119406,대보정보통신 주식회사,김상욱,분석,5294182409,45.24,85.616,86.863,0.46566 (100.46566),3 2,2023/08/31 08:40:35,
51,5048154327,주식회사 얼라이드 시스템,조창현,분석,5294306950,45.24,85.618,86.865,0.46805 (100.46805),13 15,2023/08/30 16:15:35,
52,1138653812,주식회사 오스코,엄세웅,분석,5294382500,45.24,85.619,86.867,0.46949 (100.46949),4 15,2023/08/30 22:53:15,
53,1138694415,건웅정보통신 주식회사,김지유,분석,5294398135,45.24,85.62,86.867,0.46980 (100.4698),14 13,2023/08/30 09:15:07,
54,1068602542,주식회사 유셀네트웍스,김구동,분석,5294554458,45.24,85.622,86.869,0.47280 (100.4728),15 5,2023/08/31 08:20:11,
55,2158159534,하이텍앤솔 주식회사,정구천,분석,5295132860,45.26,85.633,86.879,0.48390 (100.4839),7 8,2023/08/30 17:41:33,
56,6878100785,롯데정보통신 주식회사,노준형,분석,5295257780,45.28,85.635,86.881,0.48629 (100.48629),11 8,2023/08/30 09:12:39,
57,6178146176,주식회사 한울정보통신,공철표,분석,5295586188,45.28,85.64,86.886,0.49260 (100.4926),14 9,2023/08/30 10:54:07,
58,1198172336,정보와기술 주식회사,이충근,분석,5295778990,45.28,85.644,86.889,0.49630 (100.4963),14 3,2023/08/30 15:23:13,
59,2140875125,삼화전기정보통신공사,석동욱,분석,5295824971,45.3,85.645,86.89,0.49718 (100.49718),10 8,2023/08/30 16:49:18,
60,1208663604,주식회사 한은씨앤씨,김기현,분석,5296221900,45.3,85.652,86.897,0.50480 (100.5048),11 13,2023/08/31 09:28:32,
61,3148608337,주식회사 원테크,이의균,분석,5296675236,45.32,85.66,86.904,0.51350 (100.5135),1 11,2023/08/31 08:56:36,
62,1308611501,주식회사 성호넷,두인환,분석,5296876893,45.32,85.663,86.907,0.51737 (100.51737),6 10,2023/08/30 16:42:58,
63,2148105563,(주)인성이엔씨,김규만,분석,5296904510,45.32,85.664,86.908,0.51790 (100.5179),11 13,2023/08/28 13:49:08,
64,6068151738,성일통신 주식회사,서성열,분석,5296916130,45.32,85.664,86.908,0.51812 (100.51812),5 7,2023/08/30 18:21:19,
65,1058608183,코위버(주),황인환,분석,5297174882,45.34,85.668,86.912,0.52308 (100.52308),8 4,2023/08/29 15:25:43,
66,1088181548,디에스지엔 주식회사,신재범,분석,5297239500,45.34,85.669,86.913,0.52432 (100.52432),15 12,2023/08/30 13:57:01,
