순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,가격점수,예가대비 투찰률(%)  A,기초대비 투찰률(%),기초대비 사정률(%)  A,추첨번호,투찰일시,비고
1,1098150316,(주)건우통신  [최종낙찰],노형환,분석,194234176,85.0,87.745,88.531,0.02655 (100.02655),7 3,2023/11/22 09:09:58,
2,2148792435,주식회사케이이씨디바이스,이종수,분석,194238700,85.0,87.747,88.533,0.02890 (100.0289),10 4,2023/11/21 17:25:49,
3,1078662029,주식회사 아이티트레인,주영일,분석,194239280,85.0,87.748,88.533,0.02920 (100.0292),2 15,2023/11/22 10:01:22,
4,2098132812,주식회사 피치테크,이현철,분석,194239850,85.0,87.748,88.533,0.02949 (100.02949),12 13,2023/11/22 08:53:31,
5,2048160050,(주)신화데이타,최용준,분석,194248100,85.0,87.752,88.537,0.03378 (100.03378),3 6,2023/11/21 13:28:28,
6,1058169109,대조전설 주식회사,장철호,분석,194260450,85.2,87.758,88.543,0.04019 (100.04019),15 2,2023/11/21 11:11:04,
7,1138143793,(주)오라시스템,김동화,분석,194263530,85.2,87.759,88.544,0.04179 (100.04179),10 7,2023/11/22 15:54:12,
8,2158686415,(주)새빛엔에스,양채원,분석,194264700,85.2,87.76,88.545,0.04240 (100.0424),2 6,2023/11/22 16:48:23,
9,2058140076,(주)제일첨단테크,김성수,분석,194269308,85.2,87.762,88.547,0.04479 (100.04479),6 14,2023/11/23 09:22:25,
10,2118743406,보성통신기술(주),오영배,분석,194271050,85.2,87.763,88.548,0.04570 (100.0457),9 1,2023/11/22 16:11:25,
11,1138635212,(주)아이제이일렉트론,김도형,분석,194272380,85.2,87.764,88.548,0.04639 (100.04639),13 3,2023/11/22 15:54:44,
12,1208799720,주식회사 틴들코리아,백성주,분석,194275660,85.4,87.765,88.55,0.04809 (100.04809),9 4,2023/11/21 19:43:16,
13,5198102535,주식회사 이음유앤아이,박영재,분석,194279870,85.4,87.767,88.552,0.05028 (100.05028),6 4,2023/11/22 08:37:24,
14,2148840477,주식회사 알비에스테크,김동헌,분석,194280859,85.4,87.768,88.552,0.05079 (100.05079),8 3,2023/11/23 08:16:07,
15,1198125041,옥성정보통신(주),황석,분석,194284300,85.4,87.77,88.554,0.05258 (100.05258),9 10,2023/11/22 09:44:48,
16,1098626994,주식회사 에이치엔엠,조요환,분석,194288195,85.4,87.771,88.555,0.05461 (100.05461),8 1,2023/11/22 15:33:20,
17,2158189983,주식회사아이티벨리,김기운,분석,194288463,85.4,87.772,88.556,0.05474 (100.05474),13 10,2023/11/21 10:03:39,
18,1058164176,(주)신보파워텍,공민우,분석,194294488,85.6,87.775,88.558,0.05787 (100.05787),5 4,2023/11/22 11:37:42,
19,1148683959,제이엔에스텍주식회사,안종기,분석,194295680,85.6,87.775,88.559,0.05849 (100.05849),1 4,2023/11/22 16:10:16,
20,1180565240,성보전자통신,양행천,분석,194296780,85.6,87.776,88.559,0.05907 (100.05907),15 3,2023/11/23 08:54:56,
21,2948601665,누리종합전기 주식회사,천금진,분석,194299245,85.6,87.777,88.56,0.06035 (100.06035),3 9,2023/11/21 18:36:10,
22,1028135124,현대에이치디에스(주),이철규,분석,194300100,85.6,87.777,88.561,0.06079 (100.06079),13 5,2023/11/21 10:08:31,
23,1058747280,주식회사 하이디,문이수,분석,194303570,85.6,87.779,88.562,0.06259 (100.06259),7 9,2023/11/21 13:55:14,
