순위,사업자 등록번호,업체명,대표,경쟁사 분석,투찰금액,가격점수,예가대비 투찰률(%),기초대비 투찰률(%),기초대비 사정률(%),추첨번호,투찰일시,비고
1,1280541959,두합정보통신  [최종낙찰],유정헌,분석,227693694,75.0,87.745,88.391,0.73724 (100.73724),5 13,2014/08/18 10:23:17,
2,1098191393,(주) 위쥬테크,정현철,분석,227695900,75.0,87.746,88.392,0.73821 (100.73821),14 12,2014/08/21 09:58:27,
3,1358187544,주식회사 보룡건설,이태순,분석,227700000,75.0,87.747,88.394,0.74003 (100.74003),10 2,2014/08/21 09:28:47,
4,2048147116,(주)모아종합전설,이근효,분석,227701000,75.0,87.748,88.394,0.74047 (100.74047),14 8,2014/08/20 08:53:13,
5,1198153493,(주)경성네트웍,편해용,분석,227703770,75.0,87.749,88.395,0.74169 (100.74169),5 4,2014/08/20 15:16:20,
6,1018144159,주식회사 넥선,박민호,분석,227704000,75.0,87.749,88.395,0.74179 (100.74179),3 11,2014/08/20 11:22:06,
7,2158682840,차일정보통신(주),오상국,분석,227707800,75.0,87.75,88.397,0.74348 (100.74348),10 15,2014/08/19 16:21:30,
8,2108174210,모던정보통신 주식회사,김홍두,분석,227710729,75.0,87.751,88.398,0.74477 (100.74477),9 11,2014/08/21 06:23:33,
9,1148642486,(주)아이에스티플러스,유봉수,분석,227720720,75.2,87.755,88.402,0.74919 (100.74919),4 1,2014/08/20 02:13:44,
10,1058605740,국제텔레시스(주),박병헌,분석,227724795,75.2,87.757,88.403,0.75100 (100.751),12 13,2014/08/20 16:23:30,
11,2208140342,조영일렉컴 주식회사,김용곤,분석,227724932,75.2,87.757,88.404,0.75106 (100.75106),1 10,2014/08/21 09:45:15,
12,1178119238,주식회사 동양네트워크,김종렬,분석,227728591,75.2,87.758,88.405,0.75267 (100.75267),6 12,2014/08/20 11:13:40,
13,1328176688,주식회사블루나일네트웍스,정민현,분석,227730220,75.2,87.759,88.406,0.75340 (100.7534),2 1,2014/08/19 12:46:07,
14,1268661400,주식회사 너울정보통신,김명수,분석,227737680,75.2,87.762,88.408,0.75670 (100.7567),10 12,2014/08/14 10:27:21,
15,1098162433,광명정보통신(주),김형준,분석,227738357,75.2,87.762,88.409,0.75700 (100.757),6 14,2014/08/21 09:14:15,
16,1408147388,세광정보통신(주),박재숙,분석,227740620,75.2,87.763,88.41,0.75800 (100.758),11 10,2014/08/20 15:14:05,
17,1058106123,(주)나우스넷,오승탁,분석,227740700,75.2,87.763,88.41,0.75803 (100.75803),6 12,2014/08/21 09:15:37,
18,1238170977,(주)윈윈텔레콤,정승훈,분석,227741740,75.2,87.763,88.41,0.75849 (100.75849),8 9,2014/08/19 08:58:36,
19,1358104897,성현기업(주),김윤명,분석,227746053,75.4,87.765,88.412,0.76040 (100.7604),15 5,2014/08/20 17:03:18,
20,1068136902,대일전기산업(주),김용상,분석,227754630,75.4,87.768,88.415,0.76419 (100.76419),8 6,2014/08/21 09:42:39,
21,1408110372,(주)지성하이텍,송혜선,분석,227755196,75.4,87.769,88.415,0.76445 (100.76445),3 5,2014/08/21 09:42:25,
22,1358600197,주식회사 뮤즈테크,유병재,분석,227767800,75.4,87.773,88.42,0.77002 (100.77002),2 10,2014/08/19 11:31:30,
23,1238196749,(주)용화전기통신,송승길,분석,227768940,75.4,87.774,88.421,0.77053 (100.77053),6 10,2014/08/19 14:04:42,
24,2068611905,(주)한포넷,이현우,분석,227770928,75.6,87.775,88.421,0.77141 (100.77141),2 1,2014/08/20 09:15:05,
25,1208670876,(주)케이너스,최영두,분석,227771580,75.6,87.775,88.422,0.77169 (100.77169),15 6,2014/08/19 10:00:15,
26,1063176762,우용통신공사,전상일,분석,227780285,75.6,87.778,88.425,0.77555 (100.77555),6 15,2014/08/18 09:41:06,
27,1238171582,애니콤정보통신 주식회사,오형석,분석,227783000,75.6,87.779,88.426,0.77675 (100.77675),9 14,2014/08/19 09:46:04,
28,1258163962,주식회사 신화네트웍스,장승현,분석,227787630,75.6,87.781,88.428,0.77879 (100.77879),2 10,2014/08/20 14:56:18,
29,2141179494,서울정보통신,김이성,분석,227790350,75.6,87.782,88.429,0.78000 (100.78),4 8,2014/08/20 09:39:11,
30,1298181429,느티나무정보통신(주),박주원,분석,227793180,75.6,87.783,88.43,0.78125 (100.78125),6 7,2014/08/20 18:49:42,
31,2118726218,주식회사 씨그테크,이윤호,분석,227794780,75.6,87.784,88.431,0.78196 (100.78196),4 3,2014/08/14 10:10:28,
32,1120149526,정암정보통신,조강수,분석,227797100,75.8,87.785,88.432,0.78298 (100.78298),2 9,2014/08/18 18:40:09,
33,1168137418,두레옵트로닉스 주식회사,최수현,분석,227797349,75.8,87.785,88.432,0.78309 (100.78309),7 8,2014/08/21 09:54:34,
34,2128142640,팍스코이앤아이(주),송기민,분석,227802770,75.8,87.787,88.434,0.78549 (100.78549),2 7,2014/08/20 09:14:47,
35,2158714581,씨엠티정보통신(주),이광운,분석,227804800,75.8,87.788,88.435,0.78639 (100.78639),6 10,2014/08/18 16:07:14,
36,1318635525,(주)세명인포텍,조주희,분석,227804809,75.8,87.788,88.435,0.78640 (100.7864),2 9,2014/08/20 03:24:45,
37,1278145956,선텔레콤 주식회사,박종선,분석,227809386,75.8,87.789,88.436,0.78842 (100.78842),15 13,2014/08/14 14:07:14,
38,1058173369,(주)신한개발,이종순,분석,227811260,75.8,87.79,88.437,0.78925 (100.78925),8 11,2014/08/14 09:18:59,
39,1238156183,서울전력주식회사,박태임,분석,227820400,75.8,87.794,88.441,0.79329 (100.79329),3 1,2014/08/20 19:47:24,
40,2068165615,(주)아이커머,서정묵,분석,227822430,76.0,87.795,88.441,0.79419 (100.79419),12 9,2014/08/21 09:48:46,
41,1148188624,주식회사 케이씨에이,문대원,분석,227823110,76.0,87.795,88.442,0.79449 (100.79449),7 4,2014/08/20 11:11:49,
42,1268629507,(주)화성정보통신,김석근,분석,227824333,76.0,87.795,88.442,0.79503 (100.79503),9 5,2014/08/18 17:56:15,
43,1018151140,(주)사운드솔루션,이홍,분석,227832800,76.0,87.799,88.445,0.79878 (100.79878),6 9,2014/08/20 11:10:58,
44,1258191959,주식회사 에이원정보통신,이기우,분석,227835730,76.0,87.8,88.447,0.80008 (100.80008),7 12,2014/08/19 23:34:44,
45,1148639981,(주)태영에스엔에스,박태건,분석,227850900,76.2,87.805,88.452,0.80679 (100.80679),11 4,2014/08/20 09:32:08,
46,1248626969,서라벌아이씨씨(주),최호,분석,227857720,76.2,87.808,88.455,0.80980 (100.8098),9 4,2014/08/21 07:23:49,
47,1268633146,주식회사 대덕,고용호,분석,227858980,76.2,87.809,88.456,0.81036 (100.81036),15 9,2014/08/20 09:50:10,
48,2148722924,주식회사 다음정보기술,김은선,분석,227871030,76.2,87.813,88.46,0.81569 (100.81569),6 5,2014/08/18 17:31:51,
49,1281694919,신우전기통신공사,최규천,분석,227873290,76.2,87.814,88.461,0.81669 (100.81669),10 5,2014/08/19 10:27:35,
50,1238610765,파워텍(주),이종욱,분석,227890926,76.4,87.821,88.468,0.82450 (100.8245),15 9,2014/08/20 11:02:15,
51,1198632979,성민전기 주식회사,김미영,분석,227893320,76.4,87.822,88.469,0.82555 (100.82555),10 9,2014/08/21 00:22:51,
52,1138169250,코리아이지텔주식회사,임규학,분석,227894950,76.4,87.822,88.47,0.82628 (100.82628),15 12,2014/08/18 15:26:14,
53,2108108684,주식회사 대금이앤아이,김종우,분석,227906980,76.6,87.827,88.474,0.83160 (100.8316),14 1,2014/08/19 14:44:48,
54,4098173825,(주)에버비젼,조광종,분석,227907190,76.6,87.827,88.474,0.83169 (100.83169),6 1,2014/08/19 21:18:45,
55,1248687461,디아이디시스템 주식회사,박헌,분석,227907778,76.6,87.827,88.475,0.83195 (100.83195),2 5,2014/08/20 15:41:37,
56,1078128574,(주)대진정보텔레콤,경완수,분석,227909230,76.6,87.828,88.475,0.83259 (100.83259),4 10,2014/08/19 11:17:36,
57,1248714892,포탈세이프티 주식회사,김옥선,분석,227911490,76.6,87.829,88.476,0.83359 (100.83359),8 9,2014/08/19 08:40:51,
58,2148823314,화인정보기술주식회사,이명우,분석,227912600,76.6,87.829,88.476,0.83408 (100.83408),13 12,2014/08/19 08:54:30,
59,1358604626,맥스 주식회사,유범규,분석,227914930,76.6,87.83,88.477,0.83512 (100.83512),5 8,2014/08/19 10:01:27,
60,1248169304,주식회사 이지전기통신,이기하,분석,227917303,76.6,87.831,88.478,0.83617 (100.83617),1 3,2014/08/20 18:08:27,
61,2038164825,(주)스피드정보통신,정회주,분석,227919630,76.6,87.832,88.479,0.83719 (100.83719),2 7,2014/08/19 22:01:23,
62,2048131439,중앙텔콤(주),오종수,분석,227924150,76.6,87.834,88.481,0.83919 (100.83919),7 13,2014/08/19 08:28:45,
63,2048603296,주식회사누리씨아이에스,김연준,분석,227928220,76.8,87.835,88.482,0.84100 (100.841),14 4,2014/08/21 09:03:38,
64,1280176294,명승전기통신공사,김원종,분석,227937260,76.8,87.839,88.486,0.84499 (100.84499),10 12,2014/08/21 08:26:32,
65,1058113677,성지건설 주식회사,이관호,분석,227937490,76.8,87.839,88.486,0.84510 (100.8451),3 5,2014/08/19 11:52:17,
66,1338137048,주식회사 진원,박기덕,분석,227953310,77.0,87.845,88.492,0.85210 (100.8521),4 12,2014/08/20 13:41:24,
67,1258148205,(주)동남전기통신,양희동,분석,227958700,77.0,87.847,88.494,0.85448 (100.85448),10 3,2014/08/20 08:00:07,
68,1118112315,상명개발 주식회사,최병욱,분석,227962300,77.0,87.848,88.496,0.85607 (100.85607),15 14,2014/08/19 13:09:42,
69,2208726454,한국랜트로비젼(주),조병진,분석,227966193,77.0,87.85,88.497,0.85780 (100.8578),1 9,2014/08/19 17:25:30,
70,6108169407,(주) 호원정보통신,윤옥순,분석,227966700,77.0,87.85,88.497,0.85802 (100.85802),3 11,2014/08/19 22:37:11,
71,1058635206,(주)나원전설,김상원,분석,227971280,77.0,87.852,88.499,0.86005 (100.86005),8 10,2014/08/18 10:26:17,
72,2028136990,(주)무궁화전자,이효형,분석,227982770,77.2,87.856,88.504,0.86513 (100.86513),15 6,2014/08/18 11:32:22,
73,2208782247,(주)안국정보통신,조군행,분석,227985700,77.2,87.857,88.505,0.86643 (100.86643),1 8,2014/08/19 09:27:41,
74,1108184077,한양네트웍스 주식회사,우상원,분석,227993090,77.2,87.86,88.508,0.86970 (100.8697),5 15,2014/08/18 16:19:49,
75,1108170025,(주)원비즈시스템,박의영,분석,227995442,77.2,87.861,88.509,0.87074 (100.87074),5 10,2014/08/14 12:56:49,
76,6058121041,(주)동양아이텔,황일신,분석,227999872,77.2,87.863,88.51,0.87270 (100.8727),15 13,2014/08/21 09:29:08,
77,2148156422,(주)에이텍,신승영,분석,228014842,77.4,87.869,88.516,0.87932 (100.87932),15 2,2014/08/14 09:12:53,
78,1278190728,주식회사 휴먼시스템,김준형,분석,228028700,77.4,87.874,88.521,0.88545 (100.88545),6 12,2014/08/14 08:05:25,
79,1298151978,(주)참정보통신,유희열,분석,228041700,77.6,87.879,88.526,0.89120 (100.8912),10 12,2014/08/18 10:25:38,
80,1018644343,주식회사 세광이엔씨,장 문 주,분석,228042816,77.6,87.879,88.527,0.89170 (100.8917),12 6,2014/08/19 10:07:43,
81,1288602824,(주)우성텔레콤,송상의,분석,228055000,77.6,87.884,88.532,0.89709 (100.89709),9 6,2014/08/20 14:48:15,
82,1248114060,주식회사현신정보통신,김효정,분석,228064060,77.8,87.888,88.535,0.90109 (100.90109),13 4,2014/08/21 09:54:37,
83,1258103396,우성기업(주),이해준,분석,228071069,77.8,87.89,88.538,0.90420 (100.9042),15 8,2014/08/14 10:33:14,
84,1068175448,(주)실로정보시스템,조형우,분석,228071295,77.8,87.89,88.538,0.90430 (100.9043),8 5,2014/08/20 16:19:08,
85,1278100041,동일건설(주),정기용,분석,228075000,77.8,87.892,88.539,0.90593 (100.90593),5 11,2014/08/21 09:20:00,
86,1301964874,경일위성전자,변성호,분석,228075900,77.8,87.892,88.54,0.90633 (100.90633),4 7,2014/08/19 13:55:12,
87,1088175497,삼인시스텍(주),김용대,분석,228082555,78.0,87.895,88.542,0.90928 (100.90928),6 8,2014/08/21 09:19:27,
88,1408144552,리더정보통신주식회사,조형구,분석,228086438,78.0,87.896,88.544,0.91099 (100.91099),13 8,2014/08/14 14:00:24,
89,2298119166,(주)삼영기업,금동흠,분석,228088900,78.0,87.897,88.545,0.91208 (100.91208),3 4,2014/08/21 08:47:00,
90,1138195331,(주)한남이앤씨,조재령,분석,228089000,78.0,87.897,88.545,0.91213 (100.91213),8 11,2014/08/19 22:06:42,
91,2128148358,(주)명현정보통신,김강민,분석,228110567,78.2,87.906,88.553,0.92167 (100.92167),15 7,2014/08/19 15:42:47,
92,1048178207,주식회사 씨에스티씨,김현숙,분석,228116500,78.2,87.908,88.556,0.92429 (100.92429),12 5,2014/08/20 14:35:23,
93,4128122448,(주)송림정보통신,김송모,분석,228125993,78.2,87.912,88.559,0.92849 (100.92849),5 1,2014/08/21 09:04:12,
94,1148615581,대성네트웍(주),백성현,분석,228129384,78.2,87.913,88.561,0.93000 (100.93),13 10,2014/08/18 11:03:42,
95,1138138005,주식회사 레드로버,하회진,분석,228146100,78.4,87.919,88.567,0.93739 (100.93739),2 1,2014/08/18 15:11:40,
96,1238166376,원전기통신 주식회사,김경태,분석,228148600,78.4,87.92,88.568,0.93850 (100.9385),4 13,2014/08/20 09:49:38,
97,1328179967,지음이엔아이 주식회사,박준석,분석,228177980,78.6,87.932,88.579,0.95150 (100.9515),11 13,2014/08/20 15:09:33,
98,3120729743,엔씨정보통신,한은주,분석,228206459,78.8,87.943,88.59,0.96410 (100.9641),14 1,2014/08/20 15:14:29,
99,2158690656,금성통신건설(주),윤영신,분석,228219220,79.0,87.947,88.595,0.96974 (100.96974),6 1,2014/08/19 14:45:04,
